gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001,OS_17_Media_1_S21_L001,OS_17_Media_2_S22_L001
ENSG00000143515,ATP8B2,57198,ATPase phospholipid transporting 8B2,2866.8610261941735,1.2899526804053856,0.12245078038758761,10.534458631642526,5.992708822511599e-26,3.6697909327202887e-25,3742,3712,3028,2330,1281
ENSG00000151025,GPR158,57512,G protein-coupled receptor 158,301.7363250021688,2.1374562409780453,0.20301972709719684,10.528317969586897,6.396725653783144e-26,3.915156667114558e-25,423,442,353,129,99
ENSG00000179094,PER1,5187,period circadian regulator 1,1417.1013686296703,-1.1129778018235263,0.10571505590535295,-10.528091692256012,6.41211813125794e-26,3.9225304812343167e-25,1010,843,841,2858,1979
ENSG00000087338,GMCL1,64395,"germ cell-less 1, spermatogenesis associated",1020.6535881514656,-1.4026746592681671,0.13324446075050006,-10.52707670823684,6.481615167015294e-26,3.9629771148899036e-25,615,520,574,2125,1612
ENSG00000160360,GPSM1,26086,G protein signaling modulator 1,4084.0362316180717,0.5521902618127339,0.05245937084886742,10.526055743283004,6.552274895192821e-26,4.0040921154729653e-25,4669,4412,3956,4288,3071
ENSG00000109686,SH3D19,152503,SH3 domain containing 19,137.29295872698134,-4.117911029422372,0.39128031858273865,-10.524196679091629,6.682904938530363e-26,4.081793031986748e-25,20,20,11,355,355
ENSG00000177733,HNRNPA0,10949,heterogeneous nuclear ribonucleoprotein A0,5746.758431016924,-0.5914332775928565,0.05622414462007544,-10.519204544406334,7.046596703650942e-26,4.30168868004761e-25,4927,4584,3833,9617,6974
ENSG00000141858,SAMD1,90378,sterile alpha motif domain containing 1,2558.6249810413588,-0.9045177076298564,0.08604633990993739,-10.511983526278899,7.607638903240157e-26,4.641768023844814e-25,1856,1710,1706,4897,3325
ENSG00000104870,FCGRT,2217,Fc gamma receptor and transporter,1363.6930893951233,-1.2615307512047924,0.1200908976858822,-10.504799077316724,8.209743598340757e-26,5.0065347466324525e-25,948,741,750,2871,1980
ENSG00000124207,CSE1L,1434,chromosome segregation 1 like,5917.629121321716,-0.5212987782118794,0.04964652216302299,-10.50020737605958,8.619056813687006e-26,5.253413682645921e-25,5099,4789,4166,9454,7160
ENSG00000103197,TSC2,7249,TSC complex subunit 2,2422.9171194200553,-0.7353223768240201,0.07003381704850421,-10.499533051507795,8.680846850123804e-26,5.288326805787109e-25,1883,1838,1610,4143,3169
ENSG00000239779,WBP1,23559,WW domain binding protein 1,1687.733646586998,-0.8692370709762994,0.08279834296800073,-10.49824235386251,8.800343702678992e-26,5.358340114294732e-25,1307,1202,1031,3098,2242
ENSG00000082898,XPO1,7514,exportin 1,8364.140963274222,-0.5758968832276167,0.05490187035631386,-10.489567650246492,9.646880143651435e-26,5.870729810306195e-25,6986,6956,5579,13796,10187
ENSG00000143845,ETNK2,55224,ethanolamine kinase 2,810.3377492617445,-1.5669995321946155,0.14938746456213894,-10.489498143552796,9.653979035333263e-26,5.872002704738236e-25,401,430,427,1882,1239
ENSG00000221986,MYBPHL,343263,myosin binding protein H like,147.61830902782438,-3.17535558004751,0.30286630062579273,-10.48434762628421,1.0194678101166603e-25,6.197666671455715e-25,38,34,26,432,300
ENSG00000090061,CCNK,8812,cyclin K,6005.752622987305,0.6247970468653687,0.05960733200360632,10.481882444051811,1.0463988321702622e-25,6.35809280044594e-25,6646,6611,6164,5976,4445
ENSG00000162144,CYB561A3,220002,cytochrome b561 family member A3,916.9692225893405,-1.1765272453040083,0.11227581213588625,-10.478902115444685,1.0799006147728454e-25,6.558257125552127e-25,618,548,531,1834,1339
ENSG00000115525,ST3GAL5,8869,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",833.8024439451483,-1.8613918540423762,0.17764156375596385,-10.478357737266231,1.0861337761997547e-25,6.592697098082051e-25,424,309,393,1923,1463
ENSG00000150867,PIP4K2A,5305,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,2999.3073455381677,0.7395507358029366,0.07060282669166831,10.474803495229029,1.1277156498834943e-25,6.841552729531163e-25,3694,3293,2978,2925,2022
ENSG00000124795,DEK,7913,DEK proto-oncogene,7628.600827131727,-0.6322799925895561,0.06036601891205391,-10.474104537367499,1.1360766653993696e-25,6.888713058499694e-25,5997,6023,5376,12339,9829
ENSG00000149657,LSM14B,149986,LSM family member 14B,1321.818747232084,-0.9784808189815843,0.09344626858122976,-10.47105287174761,1.17330660723408e-25,7.11078376384189e-25,910,942,800,2514,1811
ENSG00000135597,REPS1,85021,RALBP1 associated Eps domain containing 1,3028.4746693202505,0.7297630966124551,0.06971434024334497,10.467905083303421,1.212976237205853e-25,7.34740306493442e-25,3596,3358,3070,2784,2189
ENSG00000153707,PTPRD,5789,protein tyrosine phosphatase receptor type D,1686.5891947968503,-1.090265856810461,0.10416994990890012,-10.466222339205622,1.2347251390252573e-25,7.4752822433398005e-25,1208,1080,953,3068,2569
ENSG00000136045,PWP1,11137,"PWP1 homolog, endonuclein",2479.829744062381,0.7489090913274187,0.07157910602969557,10.46267734912369,1.2818157142115863e-25,7.7563740353763015e-25,2889,2879,2475,2286,1755
ENSG00000143369,ECM1,1893,extracellular matrix protein 1,8794.564899643105,-0.4089223819592678,0.03908600932505631,-10.46211647135656,1.2894275970611037e-25,7.798410227300446e-25,7603,7454,6596,13780,10003
ENSG00000156504,PABIR2,159090,PABIR family member 2,403.84711453243,-1.9678914174060924,0.18810566695164324,-10.461627495316145,1.2961002169314223e-25,7.83472538348185e-25,162,181,174,938,733
ENSG00000162430,SELENON,57190,selenoprotein N,13786.266202537388,-0.3538344215260921,0.033826428867650256,-10.46029490462944,1.3144591140549978e-25,7.941608464978341e-25,12451,11895,10252,21236,15314
ENSG00000137563,GGH,8836,gamma-glutamyl hydrolase,877.8802965750948,-1.6598794185927164,0.15870486710211562,-10.458906830656293,1.3338564682521172e-25,8.054652318842729e-25,426,529,360,2012,1424
ENSG00000123473,STIL,6491,STIL centriolar assembly protein,1641.2138930980357,-0.8779593126534073,0.08395954382937199,-10.456932858492573,1.3619308553115523e-25,8.219950149376519e-25,1245,1132,1048,3070,2149
ENSG00000133454,MYO18B,84700,myosin XVIIIB,4004.1604444101504,-0.8775199647753349,0.08399651794990864,-10.447099310695764,1.510752969720063e-25,9.113477405302046e-25,2866,3128,2378,7499,5237
ENSG00000146112,PPP1R18,170954,protein phosphatase 1 regulatory subunit 18,6844.928815313795,1.1873063046757277,0.11367941875640124,10.444338277449814,1.5553628214062409e-25,9.377758255337269e-25,7627,8437,8351,4750,4064
ENSG00000157227,MMP14,4323,matrix metallopeptidase 14,2965.429336405841,0.7905159845552264,0.07569870338618781,10.442926353999692,1.5786771911952865e-25,9.513436495964607e-25,3644,3195,3094,2795,1967
ENSG00000125454,SLC25A19,60386,solute carrier family 25 member 19,1059.553892364431,1.1788152022813894,0.1128879094484335,10.442351249492,1.5882725678804375e-25,9.566344326416996e-25,1427,1312,1074,789,596
ENSG00000105671,DDX49,54555,DEAD-box helicase 49,1378.525589894668,1.0373942849119435,0.09939817254305537,10.436754100912522,1.6847302302793723e-25,1.0142110580331724e-24,1678,1651,1498,1184,776
ENSG00000117758,STX12,23673,syntaxin 12,1471.2680359796545,0.9039990509483081,0.08664334411976271,10.43356601862869,1.7422436609979173e-25,1.0482961217302501e-24,1838,1683,1519,1302,927
ENSG00000196116,TDRD7,23424,tudor domain containing 7,1136.1304212356356,1.0239826516621786,0.09816300944992638,10.431451291074355,1.7814627517656634e-25,1.071344291792612e-24,1395,1340,1233,930,684
ENSG00000137154,RPS6,6194,ribosomal protein S6,47631.09427899184,-0.48888609593001975,0.046871609543145516,-10.430324469229033,1.802716469564397e-25,1.0835702736330951e-24,39381,38926,35744,73727,58033
ENSG00000117475,BLZF1,8548,basic leucine zipper nuclear factor 1,972.4893284564059,1.4113103218302925,0.13531107230664793,10.43011704638567,1.8066561034220728e-25,1.0853819736081275e-24,1249,1291,1070,586,521
ENSG00000118946,PCDH17,27253,protocadherin 17,1053.254676651326,1.165159817107208,0.11175010534694657,10.426476230065088,1.8772129003720277e-25,1.1271928152925126e-24,1324,1362,1089,783,602
ENSG00000135643,KCNMB4,27345,potassium calcium-activated channel subfamily M regulatory beta subunit 4,139.10679913774615,-4.166197707424828,0.3996793540281509,-10.423850182492508,1.9297927451248643e-25,1.158171930505593e-24,24,11,15,474,278
ENSG00000278259,MYO19,80179,myosin XIX,588.3869124180119,-1.4358325708887547,0.1377928923226731,-10.420222311078494,2.0048402501440994e-25,1.2025965019662329e-24,350,337,288,1213,954
ENSG00000133226,SRRM1,10250,serine and arginine repetitive matrix 1,2233.2137753861302,-0.7769658847324776,0.07458696299388091,-10.41691273575812,2.0758225333570245e-25,1.2445383869467191e-24,1667,1652,1513,3933,2914
ENSG00000123144,TRIR,79002,telomerase RNA component interacting RNase,4150.012217778515,-0.837772378879685,0.08046606513535436,-10.4114992757561,2.1973344404696417e-25,1.316716452906872e-24,2929,2963,2866,7321,5617
ENSG00000106009,BRAT1,221927,BRCA1 associated ATM activator 1,1295.5800201251864,-1.7400493526410021,0.1671287123879421,-10.411432768069014,2.198870293407488e-25,1.3169638371189791e-24,713,722,446,3138,2055
ENSG00000137574,TGS1,96764,trimethylguanosine synthase 1,1165.5745049674583,1.3063233042809663,0.12560127595208453,10.400557592896698,2.4648658056618346e-25,1.4755222717200784e-24,1580,1443,1250,905,540
ENSG00000145833,DDX46,9879,DEAD-box helicase 46,2669.1948538779966,-0.944030455443242,0.09080096863489788,-10.396700273530113,2.566678319290081e-25,1.5356855433834071e-24,1762,1923,1727,4903,3707
ENSG00000135720,DYNC1LI2,1783,dynein cytoplasmic 1 light intermediate chain 2,9310.461508899522,0.4250908443322343,0.040889712673147866,10.396034027683204,2.584680923946982e-25,1.5456681894505996e-24,10538,9706,8663,10230,7543
ENSG00000147050,KDM6A,7403,lysine demethylase 6A,4044.774494144397,2.4536644667392062,0.23607678650746494,10.39350163579772,2.6542576213988847e-25,1.58646682600126e-24,5521,7127,4192,1421,1095
ENSG00000106701,FSD1L,83856,fibronectin type III and SPRY domain containing 1 like,401.8381321450866,2.187420040424713,0.21050674274490228,10.391211283314982,2.718781069651795e-25,1.6242050740604481e-24,566,640,429,164,130
ENSG00000143390,RFX5,5993,regulatory factor X5,2288.8429531840284,-0.8267142413050446,0.07961350525889424,-10.38409549506283,2.9293274680067317e-25,1.7490948684987243e-24,1652,1687,1521,4034,3080
ENSG00000114354,TFG,10342,trafficking from ER to golgi regulator,4964.421367635695,0.4971700551515706,0.047902374430617053,10.37881860891225,3.0958233823368096e-25,1.84756848878696e-24,5568,5313,4771,5312,3860
ENSG00000081692,JMJD4,65094,jumonji domain containing 4,1067.0562506347474,1.2464898440706156,0.12010117132391919,10.37866517312114,3.100802343951994e-25,1.8495986311050375e-24,1460,1323,1099,825,534
ENSG00000088356,PDRG1,81572,p53 and DNA damage regulated 1,1942.8565983568276,1.12011114542842,0.10799299694827126,10.372072051717893,3.3224123482954333e-25,1.980779339525193e-24,2509,2348,2051,1373,1216
ENSG00000111676,ATN1,1822,atrophin 1,13497.71673579401,0.5045244073841971,0.04867709544754795,10.364718821973424,3.5881218396231405e-25,2.1381049193729964e-24,14740,14421,13391,14034,10722
ENSG00000131018,SYNE1,23345,spectrin repeat containing nuclear envelope protein 1,3356.2586812436552,0.8466408233321612,0.0817443768361449,10.357175087764595,3.8825969668667166e-25,2.311229169058172e-24,4130,3602,3619,3108,2140
ENSG00000145431,PDGFC,56034,platelet derived growth factor C,1504.41583996184,-1.1951854040923353,0.11545799402753625,-10.351690362880275,4.111614256926957e-25,2.44631661039992e-24,1032,947,792,2780,2388
ENSG00000121741,ZMYM2,7750,zinc finger MYM-type containing 2,2317.8745646936086,-0.7267810865503032,0.07025174603258663,-10.345381112850662,4.391654351410972e-25,2.611609055730044e-24,1830,1788,1505,4097,2917
ENSG00000177156,TALDO1,6888,transaldolase 1,2939.008479052032,-0.6456551098269712,0.06241556404817679,-10.344456862211619,4.4342347204622425e-25,2.6355940479909134e-24,2426,2240,2017,5060,3596
ENSG00000107518,ATRNL1,26033,attractin like 1,755.6489147259457,-1.304384572175746,0.1261363569150395,-10.341067429546332,4.593916801862074e-25,2.7291216988569674e-24,455,473,398,1630,1094
ENSG00000168778,TCTN2,79867,tectonic family member 2,515.8523115384288,-1.82748293087761,0.1768301549024608,-10.334679240006583,4.9105216133995655e-25,2.915730985333504e-24,283,224,207,1307,808
ENSG00000132635,PCED1A,64773,PC-esterase domain containing 1A,1705.176125053844,0.8564706149789995,0.08288422215183215,10.333337187022961,4.979734118221176e-25,2.95533107309614e-24,2047,1928,1805,1545,1101
ENSG00000171488,LRRC8C,84230,leucine rich repeat containing 8 VRAC subunit C,811.3843624781018,1.490573703219461,0.1442752095150192,10.331461019741514,5.078115038283431e-25,3.012192971874041e-24,1088,1145,825,526,372
ENSG00000240445,FOXO3B,2310,forkhead box O3B,1351.4987760660235,1.0758138158329635,0.10422366742780727,10.322164268285308,5.594757838960176e-25,3.316972961450253e-24,1823,1592,1368,1101,774
ENSG00000149781,FERMT3,83706,FERM domain containing kindlin 3,1020.3372431808109,1.4042963534368977,0.13606203704798717,10.321000507596562,5.662993489701398e-25,3.355731412517852e-24,1288,1347,1145,614,551
ENSG00000175505,CLCF1,23529,cardiotrophin like cytokine factor 1,420.1428540042905,1.7620917933248201,0.17078071814534887,10.317861480270452,5.851185777241396e-25,3.465497758066154e-24,619,540,475,223,173
ENSG00000116871,MAP7D1,55700,MAP7 domain containing 1,13331.323497677262,0.48179151031194,0.04671182476083184,10.314123089362273,6.083410196640811e-25,3.6012191507322966e-24,14715,13916,13191,14151,10600
ENSG00000160633,SAFB,6294,scaffold attachment factor B,5745.3529721803725,-0.684104578344272,0.06633495684965875,-10.31288193787061,6.162510385088895e-25,3.6462037984832225e-24,4357,4330,4152,9856,7240
ENSG00000104228,TRIM35,23087,tripartite motif containing 35,810.0499247916217,1.2528543796358131,0.12151704277085083,10.310112483549874,6.342704119360174e-25,3.75092744365793e-24,1082,1027,838,586,433
ENSG00000163902,RPN1,6184,ribophorin I,11405.838225580337,0.36813542024176876,0.03570844796880074,10.309476921635374,6.384787738583286e-25,3.77391158318378e-24,12290,12083,10546,12932,9435
ENSG00000198886,ND4,4538,NADH dehydrogenase subunit 4,68740.61576621106,-1.6867745684098192,0.16364728298004036,-10.307379002531626,6.5256746753443025e-25,3.855243673438924e-24,34037,30958,35703,149780,118474
ENSG00000034677,RNF19A,25897,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",1469.1634319660147,0.951541959877433,0.09232006603103411,10.306989593763555,6.552162545274556e-25,3.868943110193087e-24,1778,1794,1505,1297,882
ENSG00000017797,RALBP1,10928,ralA binding protein 1,3487.939646514951,-0.7166695150008892,0.06955445638162493,-10.303718155293076,6.778936432935904e-25,4.0008348036758606e-24,2827,2627,2286,6346,4227
ENSG00000146457,WTAP,9589,WT1 associated protein,2896.1503398738378,0.895191131312478,0.08691845689142608,10.29920644392828,7.104493873349933e-25,4.1908651736808184e-24,3496,3281,3104,2377,1980
ENSG00000129534,MIS18BP1,55320,MIS18 binding protein 1,431.3897100815002,-1.830137562979237,0.17778834572693708,-10.293911873110753,7.506342433862375e-25,4.425685154444649e-24,223,182,189,1067,695
ENSG00000168078,PBK,55872,PDZ binding kinase,984.9769366208008,-1.3292013178338111,0.12914348477986629,-10.292438059105526,7.622155064414813e-25,4.49170916785892e-24,681,546,489,2091,1471
ENSG00000079432,CIC,23152,capicua transcriptional repressor,4915.49825451242,-0.6976292249360376,0.06779288664089482,-10.290596248415325,7.769376423284873e-25,4.576166615563119e-24,3956,3547,3451,8800,5982
ENSG00000116560,SFPQ,6421,splicing factor proline and glutamine rich,14435.714666590358,-0.5455533928147496,0.05310709500756592,-10.272702597214687,9.35466393106295e-25,5.507135738934499e-24,11479,11658,10748,23310,17572
ENSG00000143862,ARL8A,127829,ADP ribosylation factor like GTPase 8A,3129.269398955426,0.8422780711864114,0.0820191042069398,10.269291274643605,9.691399404336405e-25,5.702510828632867e-24,3551,3587,3418,2891,2009
ENSG00000065518,NDUFB4,4710,NADH:ubiquinone oxidoreductase subunit B4,2639.2627751174814,-0.7631868284718097,0.0743439696043676,-10.26561848302184,1.0067377862757505e-24,5.920769317781207e-24,2003,2045,1703,4536,3497
ENSG00000196498,NCOR2,9612,nuclear receptor corepressor 2,26529.495832349447,-0.3914471378781458,0.03813391849666239,-10.265064627764561,1.0125315475371478e-24,5.9518583749213695e-24,23462,21905,20296,40314,30704
ENSG00000188215,DCUN1D3,123879,defective in cullin neddylation 1 domain containing 3,739.2233633076189,1.4398675067905784,0.14029253589557084,10.263322261580392,1.0309743578533596e-24,6.05723261249817e-24,1009,855,886,492,349
ENSG00000149100,EIF3M,10480,eukaryotic translation initiation factor 3 subunit M,7268.842647765276,0.484540686702475,0.0472307420247699,10.25901067674017,1.0780553122624384e-24,6.330673333450984e-24,8337,7796,6753,7679,5795
ENSG00000101966,XIAP,331,X-linked inhibitor of apoptosis,2458.0025896954135,0.8251816137247266,0.0804355192703045,10.258920700837328,1.0790601730597733e-24,6.3334027274634445e-24,2835,2778,2656,2235,1633
ENSG00000152518,ZFP36L2,678,ZFP36 ring finger protein like 2,2603.9590011867003,0.949109066022829,0.09254191052677567,10.25599169738578,1.1122833103575194e-24,6.525135758160396e-24,3183,3121,2690,2412,1484
ENSG00000176473,WDR25,79446,WD repeat domain 25,898.341929028373,2.46339281264659,0.24038602595161015,10.247653967799577,1.2125073067348892e-24,7.109536593040023e-24,1397,1063,1250,407,172
ENSG00000162878,PKDCC,91461,"protein kinase domain containing, cytoplasmic",1715.0119864921567,-1.5087793738231992,0.14726045543340144,-10.245651959874216,1.2378748467665163e-24,7.25465183809642e-24,1098,763,886,3824,2665
ENSG00000128059,PPAT,5471,phosphoribosyl pyrophosphate amidotransferase,2059.839039409503,0.8968420382720541,0.08756396733671681,10.242135727169085,1.2837082909410103e-24,7.519504059872741e-24,2580,2318,2144,1720,1385
ENSG00000143434,SEMA6C,10500,semaphorin 6C,332.0400931530246,-3.1392902226747816,0.30674612907433185,-10.234164102243836,1.3939369877654546e-24,8.161107865963797e-24,108,66,53,1105,573
ENSG00000138606,SHF,90525,Src homology 2 domain containing F,666.5165337444636,-1.709994653213605,0.16710941436161506,-10.232784668332785,1.4139410089265084e-24,8.274094916008565e-24,292,348,327,1498,1126
ENSG00000131650,KREMEN2,79412,kringle containing transmembrane protein 2,274.99474938759573,-3.7428024027765985,0.3659299916643732,-10.228192517790273,1.482606171641528e-24,8.671582331591123e-24,30,36,60,743,658
ENSG00000205746,PKD1P4,353512,"polycystin 1, transient receptor potential channel interacting pseudogene 4",629.5465489973195,1.488157015012731,0.1455273798743773,10.225958965916542,1.5171879319555016e-24,8.869423169512546e-24,891,826,655,410,288
ENSG00000116691,MIIP,60672,migration and invasion inhibitory protein,1013.9090438106853,1.2663746253059802,0.12385128979237525,10.22496114032349,1.5328942295419785e-24,8.956776596830485e-24,1294,1349,1052,774,503
ENSG00000162390,ACOT11,26027,acyl-CoA thioesterase 11,747.2777243465615,-2.2845806808334146,0.2235208863572091,-10.220882343775349,1.5987890695557055e-24,9.332503443842588e-24,361,205,253,2020,1302
ENSG00000165288,BRWD3,254065,bromodomain and WD repeat domain containing 3,3426.9316671540623,-0.645040511344599,0.06311152021751834,-10.220646074146543,1.6026909514787164e-24,9.350625267657168e-24,2804,2739,2261,5891,4199
ENSG00000162373,BEND5,79656,BEN domain containing 5,211.6604799583658,-2.8933101857688177,0.2832826319677271,-10.213510675438927,1.725078553066306e-24,1.0059669911391632e-23,68,56,42,515,480
ENSG00000183496,MEX3B,84206,mex-3 RNA binding family member B,512.1098115179956,-1.7726501401020776,0.17365776977618722,-10.2077214419297,1.8311438402663123e-24,1.0672874659444854e-23,287,222,218,1262,808
ENSG00000196083,IL1RAP,3556,interleukin 1 receptor accessory protein,720.4622964977085,1.300847764472646,0.12760408036576346,10.194405701948597,2.1002510788253725e-24,1.2235292797508764e-23,892,927,810,505,377
ENSG00000144791,LIMD1,8994,LIM domain containing 1,1679.0076899307282,-0.8883073705852685,0.08715678653710446,-10.192061982541057,2.1515159378102158e-24,1.2527719663704271e-23,1303,1146,1045,3151,2206
ENSG00000106003,LFNG,3955,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,833.984842245055,-3.013190959904571,0.29570771235535503,-10.189761152673585,2.203047998248458e-24,1.2821411352585443e-23,208,128,261,2153,1844
ENSG00000172939,OXSR1,9943,oxidative stress responsive kinase 1,6725.359583230259,0.5366039848986877,0.05266891496741702,10.188248328841617,2.237595314566503e-24,1.301601203071497e-23,7589,7461,6362,7298,4959
ENSG00000113048,MRPS27,23107,mitochondrial ribosomal protein S27,2226.185768902328,-0.7038865310206215,0.06909875618617846,-10.186674404443433,2.2741076097126892e-24,1.3221844293059349e-23,1766,1689,1500,3817,2845
ENSG00000172809,RPL38,6169,ribosomal protein L38,14665.131462929183,-0.5359252349821237,0.052615097378169454,-10.185769136378804,2.2953749640106355e-24,1.333888117093792e-23,13096,11633,9991,23817,17638
ENSG00000105426,PTPRS,5802,protein tyrosine phosphatase receptor type S,3090.754693305779,-0.6832093457973586,0.0671373128724845,-10.176298641785,2.5300238000116458e-24,1.469519024404981e-23,2580,2318,2045,5405,3819
ENSG00000205544,TMEM256,254863,transmembrane protein 256,1078.6255263580733,-1.413626121317097,0.13895360283136163,-10.173367890523265,2.6073420768991157e-24,1.5136782443463332e-23,663,655,494,2509,1522
ENSG00000006831,ADIPOR2,79602,adiponectin receptor 2,4550.67004511952,-0.5573623384780355,0.05482539527482041,-10.166134428838575,2.8083355743450977e-24,1.6295572132778308e-23,3777,3667,3224,7715,5316
ENSG00000125868,DSTN,11034,"destrin, actin depolymerizing factor",7421.26429822564,-0.46815531452123343,0.04605311966741635,-10.165550518664736,2.825214529902231e-24,1.6385405930842465e-23,6341,6038,5531,11664,8785
ENSG00000106780,MEGF9,1955,multiple EGF like domains 9,2134.5556011982426,-1.0207684104808072,0.1004485387167764,-10.162103137796306,2.9269349850207717e-24,1.6966963207779827e-23,1443,1347,1405,4169,2918
ENSG00000226752,CUTALP,253039,"cutA divalent cation tolerance like, pseudogene",803.0768455092092,-1.1752562049245634,0.1156935096718489,-10.15835899747566,3.0415243449652575e-24,1.7622507901881212e-23,548,511,432,1607,1172
ENSG00000181924,COA4,51287,cytochrome c oxidase assembly factor 4 homolog,3905.897448551619,0.5533370666953242,0.0544950114474534,10.153903118799734,3.1836996192698112e-24,1.843715823959362e-23,4506,4260,3716,4112,2926
ENSG00000129315,CCNT1,904,cyclin T1,1963.2382470749342,0.8341774557859211,0.0822253076667109,10.145020790522862,3.487041634428994e-24,2.0183878206786188e-23,2403,2237,1996,1707,1352
ENSG00000136930,PSMB7,5695,proteasome 20S subunit beta 7,9017.869461958933,0.5021985034500711,0.0495528657144653,10.134600617123766,3.879556569757784e-24,2.2444775477824143e-23,9867,9917,8666,9347,7202
ENSG00000205250,E2F4,1874,E2F transcription factor 4,5152.615240894949,0.472854059963077,0.04667928984358902,10.129846909571596,4.072866016318604e-24,2.3551528487854177e-23,5757,5547,4862,5595,4039
ENSG00000143198,MGST3,4259,microsomal glutathione S-transferase 3,1772.867585290929,-0.9827029467741218,0.09707606403265742,-10.12302009322844,4.3672776101136595e-24,2.5233477242383372e-23,1192,1314,1047,3408,2409
ENSG00000177000,MTHFR,4524,methylenetetrahydrofolate reductase,1650.8445569132923,1.4739985840879128,0.14560882469770617,10.123003101961947,4.368036053725441e-24,2.5233477242383372e-23,2263,2263,1681,924,880
ENSG00000198792,TMEM184B,25829,transmembrane protein 184B,5367.4938343039985,0.5255970807074346,0.05193211849077366,10.120848060546827,4.465296434162781e-24,2.5782634802278152e-23,6271,5756,5031,5644,4136
ENSG00000008513,ST3GAL1,6482,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",1455.3011434063612,0.9228215603669451,0.09121149012754215,10.117382788906884,4.6262062642676765e-24,2.669858310091882e-23,1740,1687,1565,1291,896
ENSG00000170153,RNF150,57484,ring finger protein 150,845.5100321131378,-1.6442431807889732,0.16254060887499447,-10.115891604992791,4.697204608732342e-24,2.709499185765085e-23,416,402,446,1767,1485
ENSG00000204604,ZNF468,90333,zinc finger protein 468,1301.2845140121312,0.9514286102858817,0.09410174573634536,10.110637192126042,4.956087876251221e-24,2.85742588617493e-23,1640,1553,1309,1131,795
ENSG00000164985,PSIP1,11168,PC4 and SRSF1 interacting protein 1,6799.885772723416,-0.6422576210968624,0.06352947128886649,-10.109601230215459,5.008772863895385e-24,2.886382278864923e-23,5234,5251,4943,11301,8596
ENSG00000157020,SEC13,6396,"SEC13 homolog, nuclear pore and COPII coat complex component",2798.893937914671,-0.7896618479456572,0.07811049076648754,-10.109549180869479,5.011434477143337e-24,2.8864976480088366e-23,2168,2045,1824,4725,3833
ENSG00000184916,JAG2,3714,jagged canonical Notch ligand 2,327.6524343968646,-1.9473989552101765,0.19276215298850466,-10.102600147479725,5.379655868552707e-24,3.0970655066528033e-23,156,152,119,746,602
ENSG00000163964,PIGX,54965,phosphatidylinositol glycan anchor biosynthesis class X,823.1026829275922,-1.1565404242909927,0.11453763054354521,-10.097471187439103,5.668504928941526e-24,3.2617545290332323e-23,530,544,463,1650,1186
ENSG00000189171,S100A13,6284,S100 calcium binding protein A13,3227.773853544349,0.8095827371161414,0.08020069546603655,10.094460308751115,5.8451705444335966e-24,3.3617614014013133e-23,3652,3747,3429,2846,2245
ENSG00000011007,ELOA,6924,elongin A,3412.5285351559032,0.6925922468035189,0.06861720883484262,10.09356484421489,5.898757016125627e-24,3.390917820005158e-23,3953,3987,3288,3229,2487
ENSG00000255302,EID1,23741,EP300 interacting inhibitor of differentiation 1,5548.520946685749,-0.6890070381406811,0.06828097085943438,-10.090762176757787,6.069639031950931e-24,3.487440319827955e-23,4131,4303,3947,9442,7071
ENSG00000179981,TSHZ1,10194,teashirt zinc finger homeobox 1,671.8912168028387,-1.4574799046881703,0.14445460385898506,-10.089535852460234,6.145943000314986e-24,3.52955306389294e-23,436,358,312,1422,1074
ENSG00000164338,UTP15,84135,UTP15 small subunit processome component,574.9665195349835,1.5892594788064627,0.15753817703314454,10.088091082024501,6.23705882512192e-24,3.5801267176801157e-23,734,814,638,332,265
ENSG00000158169,FANCC,2176,FA complementation group C,956.5408779746173,-1.6740011340990812,0.16599123336190233,-10.084876774482064,6.444599465733914e-24,3.6974470613826624e-23,493,575,360,2125,1611
ENSG00000112319,EYA4,2070,EYA transcriptional coactivator and phosphatase 4,463.174782152295,2.552928120041701,0.2532212778084768,10.08180727202791,6.649169974771402e-24,3.812949452036393e-23,826,491,616,157,115
ENSG00000156535,CD109,135228,CD109 molecule,921.1846864672768,-1.5682914211070709,0.155609365208383,-10.078387113827668,6.88469260722436e-24,3.946079677659827e-23,521,414,495,2035,1486
ENSG00000070495,JMJD6,23210,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",2029.950036996259,-0.7546117807521724,0.07488897512201419,-10.076406834553522,7.024818367051035e-24,4.0244281871229845e-23,1546,1553,1337,3631,2570
ENSG00000013588,GPRC5A,9052,G protein-coupled receptor class C group 5 member A,2268.279926619154,0.8474225734660822,0.08411032019546531,10.075131939775563,7.11652153845912e-24,4.074973050854986e-23,2716,2737,2240,1957,1553
ENSG00000114737,CISH,1154,cytokine inducible SH2 containing protein,804.4772477784446,1.7887459170949502,0.1776755476237583,10.067485036729746,7.691981104062972e-24,4.402335891036919e-23,1195,1111,844,497,268
