gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001
ENSG00000110917,MLEC,9761,malectin,7054.33028242765,-0.08768903140511414,0.058027144193153524,-1.5111726179945342,0.13074447686321108,0.6639248547000394,6455,7330,6358,7602,7368,7410
ENSG00000125648,SLC25A23,79085,solute carrier family 25 member 23,1015.1592266512394,0.16586974276396566,0.10979917953431272,1.5106646831739816,0.13087390479437938,0.6639248547000394,948,1145,1067,1008,941,997
ENSG00000126790,L3HYPDH,112849,trans-L-3-hydroxyproline dehydratase,703.1762887606351,0.18662700334420954,0.12353076648587487,1.510773458736285,0.1308461791079806,0.6639248547000394,701,827,679,740,623,665
ENSG00000159086,PAXBP1,94104,PAX3 and PAX7 binding protein 1,370.46952155912913,0.5094302030814161,0.337174983224331,1.5108778184248604,0.1308195832611618,0.6639248547000394,680,320,269,352,327,265
ENSG00000164185,ZNF474,133923,zinc finger protein 474,150.78115451217457,0.5002433480531384,0.3312328519492064,1.5102467798992636,0.13098046609409686,0.6639254335925184,113,200,208,170,112,105
ENSG00000180071,ANKRD18A,253650,ankyrin repeat domain 18A,56.24797076422729,0.7361219133058613,0.4874312849987802,1.510206537743476,0.13099073100596265,0.6639254335925184,106,52,47,48,37,45
ENSG00000198060,MARCHF5,54708,membrane associated ring-CH-type finger 5,1468.04975755835,-0.151263900841046,0.10017508746173752,-1.5099951961491638,0.1310446499612064,0.6639254335925184,1237,1600,1270,1661,1576,1524
ENSG00000067836,ROGDI,79641,rogdi atypical leucine zipper,324.12516025931416,0.546811510470346,0.36226733318320586,1.5094143478672764,0.1311929287197773,0.66410019815523,363,360,405,294,404,118
ENSG00000163932,PRKCD,5580,protein kinase C delta,919.6302132384004,0.15644872370511964,0.10363454381795514,1.5096194564231218,0.13114055382389278,0.66410019815523,933,1048,875,950,875,856
ENSG00000140848,CPNE2,221184,copine 2,868.0944374072654,-0.28455998432364715,0.18864311830500227,-1.508456745628878,0.13143766909256935,0.6647625265674012,722,936,657,1026,1193,725
ENSG00000151693,ASAP2,8853,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",2531.0465001152697,0.1884179720293372,0.12490146340822275,1.5085329417920406,0.13141818221273444,0.6647625265674012,2971,2863,2107,2588,2431,2275
ENSG00000111331,OAS3,4940,2'-5'-oligoadenylate synthetase 3,186.3551270039733,-0.4310804928669309,0.2860407947860036,-1.5070594849571588,0.13179541050708912,0.6651309238431696,160,206,105,208,256,195
ENSG00000112715,VEGFA,7422,vascular endothelial growth factor A,12887.164144613345,-0.12249000853973525,0.08127748302274551,-1.507059569074702,0.13179538894773943,0.6651309238431696,13031,12319,10911,14550,13949,12908
ENSG00000151779,NBAS,51594,NBAS subunit of NRZ tethering complex,223.5479139221708,0.6003329948161437,0.3981323971030828,1.5078727558579161,0.13158709664480944,0.6651309238431696,174,184,424,254,145,152
ENSG00000170370,EMX2,2018,empty spiracles homeobox 2,209.6720736592069,0.3417279930769549,0.22670834100165618,1.5073463621457952,0.1317218996923021,0.6651309238431696,193,240,256,221,174,176
ENSG00000215193,PEX26,55670,peroxisomal biogenesis factor 26,228.76520800077768,-0.38073882511734036,0.25260168794268645,-1.5072695207156626,0.13174158679984524,0.6651309238431696,165,263,162,251,313,233
ENSG00000154743,TSEN2,80746,tRNA splicing endonuclease subunit 2,227.15546447723165,0.4141244356668602,0.27485123586715265,1.5067221159122757,0.13188190027622168,0.665279784755547,325,189,242,214,190,196
ENSG00000122861,PLAU,5328,"plasminogen activator, urokinase",17326.74421330001,-0.08717243028095338,0.057870699967723156,-1.506331016033554,0.1319822198150755,0.6654982513612856,15405,18412,15706,18866,17916,18187
ENSG00000109738,GLRB,2743,glycine receptor beta,299.7630246269186,0.2623590073314135,0.17420453188128004,1.506040081151336,0.13205688475733032,0.6655872261538501,317,330,314,318,258,265
ENSG00000175216,CKAP5,9793,cytoskeleton associated protein 5,13044.889300404044,0.09453052934901095,0.06280340372763628,1.505181626125995,0.13227738768152109,0.6664108530023287,13490,14197,11970,13525,12797,12551
ENSG00000080815,PSEN1,5663,presenilin 1,2506.2683538041533,-0.15712545042576484,0.10458905563886818,-1.50231254566728,0.13301641012498247,0.6666812174276171,1995,2558,2426,2724,2883,2532
ENSG00000109332,UBE2D3,7323,ubiquitin conjugating enzyme E2 D3,6768.327766548509,-0.1343909652297772,0.08944665218487158,-1.5024706005990374,0.13297561506190408,0.6666812174276171,5448,7116,6456,7831,7385,6630
ENSG00000109670,FBXW7,55294,F-box and WD repeat domain containing 7,414.5208842526791,-0.30838347329829496,0.2052360979132006,-1.5025791097856378,0.1329476137037007,0.6666812174276171,329,492,279,475,490,448
ENSG00000110172,CHORDC1,26973,cysteine and histidine rich domain containing 1,797.7417425424369,0.26143195493266,0.17385897570775466,1.5037012260563971,0.1326583134062767,0.6666812174276171,993,880,685,886,720,637
ENSG00000125875,TBC1D20,128637,TBC1 domain family member 20,2745.512971765689,0.1525915164054976,0.10155883003487778,1.5024938388232114,0.1329696179335099,0.6666812174276171,3063,2750,2667,2702,2799,2508
ENSG00000125991,ERGIC3,51614,ERGIC and golgi 3,6254.211939407305,0.15311129917395289,0.1018007304953484,1.50402947433613,0.1325737777485989,0.6666812174276171,5379,6984,7017,6321,6059,5866
ENSG00000131446,MGAT1,4245,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",3080.978038641151,-0.14698296854629295,0.0978070856395003,-1.5027844617315997,0.1328946340635517,0.6666812174276171,2454,3265,2903,3328,3282,3355
ENSG00000137804,NUSAP1,51203,nucleolar and spindle associated protein 1,773.2465281917447,-0.21986589044804614,0.1463332922499717,-1.5025008121355148,0.13296781835968016,0.6666812174276171,632,747,723,981,889,701
ENSG00000148218,ALAD,210,aminolevulinate dehydratase,317.3558682278498,0.33151149711366545,0.2204945021033247,1.5034909893504633,0.1327124787933293,0.6666812174276171,381,338,319,357,296,217
ENSG00000167671,UBXN6,80700,UBX domain protein 6,44.9575948539528,1.0786926868759676,0.717984384232243,1.5023901780669482,0.132996371459086,0.6666812174276171,65,106,13,46,24,20
ENSG00000176986,SEC24C,9632,"SEC24 homolog C, COPII coat complex component",4728.665448076205,-0.08872762091166769,0.05899110330001827,-1.5040847847922894,0.1325595374383297,0.6666812174276171,4408,4840,4243,5231,4995,4792
ENSG00000196072,BLOC1S2,282991,biogenesis of lysosomal organelles complex 1 subunit 2,951.6236431890836,-0.16467329676477543,0.10952828165596784,-1.5034774057902234,0.13271597905082796,0.6666812174276171,813,1008,826,1123,999,980
ENSG00000146067,FAM193B,54540,family with sequence similarity 193 member B,226.4012404468813,0.5245161461728571,0.3494343347279066,1.5010435267652824,0.13334430387798477,0.668037793634213,398,200,181,180,166,224
ENSG00000139914,FITM1,161247,fat storage inducing transmembrane protein 1,648.7797877955104,0.23780882857612234,0.1585502536226638,1.4998956049738479,0.1336414466406375,0.6688860822269608,586,714,763,574,615,641
ENSG00000156504,PABIR2,159090,PABIR family member 2,197.31380632523852,0.5233922781201485,0.3489976912373753,1.499701262390749,0.1336918034309585,0.6688860822269608,340,186,154,209,154,138
ENSG00000167863,ATP5PD,10476,ATP synthase peripheral stalk subunit d,2955.447096243635,-0.14306851438454035,0.09538019271969021,-1.499981393463943,0.13361922235260315,0.6688860822269608,2403,3079,2795,3212,3057,3277
ENSG00000171004,HS6ST2,90161,heparan sulfate 6-O-sulfotransferase 2,2324.6017709723533,0.12154490431724085,0.08105671884200301,1.4995043724155432,0.1337428352538102,0.6688860822269608,2270,2697,2177,2403,2297,2163
ENSG00000230124,ACBD6,84320,acyl-CoA binding domain containing 6,1102.875568352467,0.14798242507629414,0.09873097470148363,1.4988449726514288,0.13391385453292068,0.6691679897100955,1080,1181,1147,1093,1084,1045
ENSG00000251349,MSANTD3-TMEFF1,100526694,MSANTD3-TMEFF1 readthrough,410.3704004448135,0.37734774881180894,0.25174728901488425,1.4989148454722732,0.1338957245895505,0.6691679897100955,371,503,492,524,319,266
ENSG00000174842,GLMN,11146,"glomulin, FKBP associated protein",265.2349495131342,0.30785033423524233,0.20556055536320744,1.4976138476143823,0.13423360686626964,0.6704787731921119,331,288,243,266,239,226
ENSG00000109689,STIM2,57620,stromal interaction molecule 2,850.0533133797901,-0.2135512953781005,0.14267580959690673,-1.496758952911737,0.1344559903805404,0.6711858485924272,659,946,723,1018,974,825
ENSG00000196268,ZNF493,284443,zinc finger protein 493,84.93420992226137,0.6352421579265027,0.42444902580989097,1.496627673286321,0.13449016532662447,0.6711858485924272,147,73,81,89,63,54
ENSG00000100426,ZBED4,9889,zinc finger BED-type containing 4,4516.291940115248,-0.0998178777610963,0.06673011524278986,-1.4958445283350763,0.13469417455829377,0.6714530073945572,4288,4637,3913,4969,4721,4702
ENSG00000143476,DTL,51514,denticleless E3 ubiquitin protein ligase homolog,1276.0993653036141,-0.16828761347417928,0.1125184243020238,-1.495644953420774,0.13474620204454096,0.6714530073945572,1145,1377,1026,1414,1460,1287
ENSG00000171109,MFN1,55669,mitofusin 1,1748.1274435861637,0.16420680350758463,0.10977226472851577,1.4958860866512511,0.13468334261167295,0.6714530073945572,1996,1822,1609,1767,1703,1610
ENSG00000213762,ZNF134,7693,zinc finger protein 134,90.96578152411925,0.5758785512371736,0.3850641715229764,1.4955391693792304,0.1347737853444228,0.6714530073945572,113,130,79,70,53,101
ENSG00000129474,AJUBA,84962,ajuba LIM protein,6953.752888173996,0.09445304907810512,0.06316717220553707,1.4952869628351926,0.1348395660720677,0.6714941359894395,6507,7692,6947,7360,6689,6681
ENSG00000160469,BRSK1,84446,BR serine/threonine kinase 1,1245.0003504076622,0.20100475953849165,0.13448810852845827,1.4945913191719709,0.13502113306736654,0.671946389898607,1478,1307,1126,1170,1157,1236
ENSG00000173320,STOX2,56977,storkhead box 2,367.53681083956303,0.2547049940407347,0.1704535967928611,1.4942776147473011,0.13510307351083958,0.671946389898607,428,408,340,356,326,350
ENSG00000177383,MAGEF1,64110,MAGE family member F1,1918.073578079504,0.14689157374662165,0.09830002034650691,1.4943188539415337,0.13509229952875598,0.671946389898607,2074,1929,1911,1941,1796,1869
ENSG00000128059,PPAT,5471,phosphoribosyl pyrophosphate amidotransferase,2512.4877938855398,-0.11852049880537469,0.07937494302948468,-1.4931727102008623,0.135391983593312,0.6728099721092937,2296,2526,2268,2780,2822,2459
ENSG00000152779,SLC16A12,387700,solute carrier family 16 member 12,106.32018925746364,0.4868187092436604,0.3260185042841129,1.4932241662559624,0.13537851829334022,0.6728099721092937,101,129,135,108,102,64
ENSG00000162105,SHANK2,22941,SH3 and multiple ankyrin repeat domains 2,1340.9857636784957,0.19751814942703375,0.13230441891080622,1.492906669732564,0.13546161901197543,0.672869565415655,1361,1520,1337,1510,1328,1025
ENSG00000118162,KPTN,11133,"kaptin, actin binding protein",288.69731568832907,0.3143025557099088,0.2105762875976694,1.4925828510683052,0.13554641505453424,0.673004382361369,260,312,367,285,244,264
ENSG00000064961,HMG20B,10362,high mobility group 20B,107.95814640939474,0.6548231424709012,0.4388735562136189,1.492054221995937,0.13568493140241003,0.6734056990902774,202,106,78,113,86,61
ENSG00000068971,PPP2R5B,5526,protein phosphatase 2 regulatory subunit B'beta,631.0892944160837,-0.23971225422374673,0.1607021341597719,-1.4916556987688918,0.1357894284508879,0.6736379083328579,495,590,616,762,600,743
ENSG00000006534,ALDH3B1,221,aldehyde dehydrogenase 3 family member B1,95.6961092437346,0.6672196705615736,0.447633896839596,1.4905476892440597,0.1360802869939566,0.6739351676200489,64,140,143,109,76,45
ENSG00000116138,DNAJC16,23341,DnaJ heat shock protein family (Hsp40) member C16,886.289320688504,-0.2009936992145114,0.13484363785444103,-1.4905686498274173,0.13607478026654785,0.6739351676200489,878,879,672,1066,957,901
ENSG00000120820,GLT8D2,83468,glycosyltransferase 8 domain containing 2,266.4688999716305,-0.3092198790593561,0.20742137801822463,-1.4907811432637728,0.13601896407902975,0.6739351676200489,246,275,182,309,288,311
ENSG00000128951,DUT,1854,deoxyuridine triphosphatase,634.2131470293123,0.18478486066814753,0.12392968740831142,1.4910459675359016,0.13594942676381366,0.6739351676200489,680,678,625,629,592,607
ENSG00000072736,NFATC3,4775,nuclear factor of activated T cells 3,1234.370335705301,-0.1461105727896231,0.09821386640569282,-1.4876776379628815,0.13683592767937203,0.6744076055169116,1077,1309,1070,1373,1293,1328
ENSG00000086598,TMED2,10959,transmembrane p24 trafficking protein 2,8654.309236635218,-0.09802416838525888,0.06580767530899823,-1.489555252103785,0.1363412153001368,0.6744076055169116,7602,8807,8194,9459,9521,8590
ENSG00000104731,KLHDC4,54758,kelch domain containing 4,498.50306424416914,0.3793028773458099,0.25489826282633676,1.4880559527556707,0.13673613832695375,0.6744076055169116,737,549,370,387,501,443
ENSG00000104946,TBC1D17,79735,TBC1 domain family member 17,146.98831992207326,0.7982410307119207,0.5365839565993326,1.4876349188128402,0.13684719938145648,0.6744076055169116,270,59,207,164,67,102
ENSG00000130052,STARD8,9754,StAR related lipid transfer domain containing 8,2428.6954697120887,-0.12025770900302758,0.08080883901178397,-1.488175185705749,0.1367046994949254,0.6744076055169116,2171,2354,2315,2661,2530,2598
ENSG00000158195,WASF2,10163,WASP family member 2,13411.294701613755,0.09252968326502865,0.06216743088535067,1.4883948387005428,0.1366467969396747,0.6744076055169116,12538,14746,13464,13429,13216,13314
ENSG00000166575,TMEM135,65084,transmembrane protein 135,219.30906587034426,-0.4297997267060763,0.28862706793980447,-1.4891178771760747,0.13645633100376656,0.6744076055169116,149,270,138,272,214,289
ENSG00000171488,LRRC8C,84230,leucine rich repeat containing 8 VRAC subunit C,1070.1068545220378,-0.1870919039962091,0.1257257407017817,-1.4880954604195684,0.13672572049791532,0.6744076055169116,1034,1071,843,1221,1255,1037
ENSG00000187164,SHTN1,57698,shootin 1,1441.7375834689888,0.22705387078162442,0.15260140890633778,1.487888430446821,0.1367803193147789,0.6744076055169116,1829,1446,1285,1532,1289,1278
ENSG00000188229,TUBB4B,10383,tubulin beta 4B class IVb,22311.96716530835,-0.16009069959474329,0.10749660934432094,-1.4892627829958704,0.13641818394182062,0.6744076055169116,16541,23184,22374,24973,23315,24226
ENSG00000196547,MAN2A2,4122,mannosidase alpha class 2A member 2,1807.4882646342262,0.15944935238542465,0.10718731433140691,1.4875767098001118,0.13686255932909516,0.6744076055169116,2040,1878,1684,1777,1810,1672
ENSG00000213672,NCKIPSD,51517,NCK interacting protein with SH3 domain,927.9044781328324,0.15699926452792926,0.10554200793792655,1.487552374598243,0.13686898119331478,0.6744076055169116,933,987,955,912,887,902
ENSG00000077238,IL4R,3566,interleukin 4 receptor,5051.947693389378,-0.09243325180713627,0.06216042323282233,-1.4870113007584718,0.13701182628767494,0.6748266026396749,4621,5010,4747,5604,5204,5253
ENSG00000123080,CDKN2C,1031,cyclin dependent kinase inhibitor 2C,302.9187637050371,0.2484105901963095,0.16709208575845752,1.4866687974402522,0.13710230759978473,0.6748438475414698,320,344,304,308,287,259
ENSG00000172115,CYCS,54205,"cytochrome c, somatic",4900.363128859474,-0.11566502552675385,0.077807148132754,-1.4865604035429627,0.13713095231460345,0.6748438475414698,4087,5099,4670,5484,5211,5010
ENSG00000173230,GOLGB1,2804,golgin B1,4287.383154541563,0.2540632163800301,0.1709663578849639,1.4860421636341965,0.1372679687914384,0.6752334596301983,5955,4353,3374,4134,4110,3804
ENSG00000143641,GALNT2,2590,polypeptide N-acetylgalactosaminyltransferase 2,6033.894044628076,0.11460247570254492,0.07713710173851018,1.4856984916420628,0.1373588897943179,0.6753960912253888,5458,6813,6209,6114,5815,5914
ENSG00000120322,PCDHB8,56128,protocadherin beta 8,117.54127843536111,0.49099312863055533,0.3305628735740374,1.4853244810040223,0.13745788987918314,0.6755982941304021,146,121,135,116,68,117
ENSG00000067955,CBFB,865,core-binding factor subunit beta,2066.765930601637,0.12538925084482716,0.0844450745820247,1.4848616271045132,0.1375804828173184,0.6757431375750165,2169,2142,2024,2125,1977,1988
ENSG00000135338,LCA5,167691,lebercilin LCA5,248.17392877442094,0.3195987232018476,0.21527114803542624,1.4846333385524224,0.13764097907545958,0.6757431375750165,264,250,293,247,194,239
ENSG00000197119,SLC25A29,123096,solute carrier family 25 member 29,229.96790761422423,0.5377356009539517,0.3622194014115009,1.4845576986171838,0.13766102811217246,0.6757431375750165,423,219,154,204,187,187
ENSG00000017483,SLC38A5,92745,solute carrier family 38 member 5,58.311780822172345,0.688015894584323,0.46356579304191775,1.484181759981823,0.13776070739238722,0.6759481872178797,66,77,69,74,29,36
ENSG00000054983,GALC,2581,galactosylceramidase,225.91824704130875,-0.3774464381294152,0.25443199847656334,-1.483486512661194,0.13794519724061036,0.676070376476326,242,188,147,256,290,240
ENSG00000103994,ZNF106,64397,zinc finger protein 106,3804.6544438738483,0.16450797230105815,0.11088156992041492,1.4836367524299439,0.13790531370625367,0.676070376476326,4439,4083,3303,3753,3753,3544
ENSG00000137720,CFAP68,64776,cilia and flagella associated protein 68,250.7420487372623,0.3121780253791505,0.2104495018471231,1.4833868583159018,0.137971656974437,0.676070376476326,256,318,246,235,265,190
ENSG00000139168,ZCRB1,85437,zinc finger CCHC-type and RNA binding motif containing 1,1476.4458083891977,0.19510389166457698,0.13155428975781908,1.4830675002977678,0.13805647770754384,0.676070376476326,1252,1674,1712,1445,1422,1373
ENSG00000144061,NPHP1,4867,nephrocystin 1,51.81197005106792,0.6898093616355052,0.46514547440717485,1.4829970398285894,0.13807519725174,0.676070376476326,48,76,65,45,25,52
ENSG00000110002,VWA5A,4013,von Willebrand factor A domain containing 5A,109.01461249871046,0.5818444598201814,0.3924047332515222,1.4827661608435105,0.13813654959889413,0.6760871880368516,113,122,148,77,135,57
ENSG00000123095,BHLHE41,79365,basic helix-loop-helix family member e41,169.2507143096513,0.4175677450131792,0.2818097501090035,1.4817363304557942,0.13841046620921765,0.6763543497962796,232,183,153,159,120,167
ENSG00000130699,TAF4,6874,TATA-box binding protein associated factor 4,1755.6049411732852,0.1381945829850791,0.0932400828315884,1.4821370679677344,0.13830382744425787,0.6763543497962796,1890,1903,1619,1785,1722,1643
ENSG00000147789,ZNF7,7553,zinc finger protein 7,687.8251109163366,0.22699935600517868,0.15321966622274033,1.4815288507102113,0.13846570275558148,0.6763543497962796,824,678,672,693,669,592
ENSG00000163902,RPN1,6184,ribophorin I,11860.168988050458,-0.11682964941868547,0.07886356411156001,-1.4814147792435404,0.13849607880443782,0.6763543497962796,9724,12239,11547,13217,12582,12220
ENSG00000175938,ORAI3,93129,ORAI calcium release-activated calcium modulator 3,1012.4854665692321,0.16824116516335066,0.1136054161857716,1.4809255651001425,0.13862640968272508,0.6763543497962796,983,1057,1106,1030,935,972
ENSG00000179715,PCED1B,91523,PC-esterase domain containing 1B,122.47779285824907,0.5462871105831101,0.3688814270621646,1.4809287497444232,0.13862556096054526,0.6763543497962796,193,119,113,136,73,99
ENSG00000185024,BRF1,2972,BRF1 RNA polymerase III transcription initiation factor subunit,1100.7190610171137,0.1389805475450467,0.09385380482234269,1.4808195342546329,0.13865466967039297,0.6763543497962796,1096,1200,1098,1116,1089,1023
ENSG00000198546,ZNF511,118472,zinc finger protein 511,124.01424599486079,0.6158174085201745,0.41563251426737874,1.4816391581049786,0.13843633392189916,0.6763543497962796,86,136,217,98,131,73
ENSG00000240849,PEDS1,387521,plasmanylethanolamine desaturase 1,1569.885715095559,0.15147065756863373,0.10231818229035831,1.480388472293132,0.13876960462902874,0.6766322451272566,1673,1721,1468,1719,1479,1393
ENSG00000038358,EDC4,23644,enhancer of mRNA decapping 4,274.642573186154,0.7326425989070139,0.49499591523145925,1.4800982722542901,0.1388470225975624,0.6767270541884535,105,446,465,111,295,224
ENSG00000115840,SLC25A12,8604,solute carrier family 25 member 12,378.7632199777887,0.25182640863024536,0.17031478749673815,1.4785939161922057,0.13924887969486427,0.6784024092980595,448,400,361,380,358,328
ENSG00000001617,SEMA3F,6405,semaphorin 3F,193.58381109914046,-0.3505027270596972,0.2375765699049447,-1.4753253117507956,0.14012510452997134,0.6786062250956929,147,203,153,235,187,246
ENSG00000011451,WIZ,58525,WIZ zinc finger,2668.011793782743,0.13155054862952728,0.08915373047937104,1.4755473261992809,0.14006545448233637,0.6786062250956929,2780,2876,2549,2859,2376,2614
ENSG00000105227,PRX,57716,periaxin,229.6570414853621,-0.38193871417137626,0.2589588317899567,-1.474901286553414,0.14023908440691218,0.6786062250956929,224,147,210,265,252,282
ENSG00000111049,MYF5,4617,myogenic factor 5,543.8516851759688,-0.24723215357706846,0.16761665162692402,-1.4749856364351566,0.14021640509935498,0.6786062250956929,472,588,410,552,665,598
ENSG00000111711,GOLT1B,51026,golgi transport 1B,793.4053339007842,-0.3043799528968114,0.20628740756345534,-1.4755139758260918,0.14007441369417564,0.6786062250956929,581,928,598,825,768,1097
ENSG00000118507,AKAP7,9465,A-kinase anchoring protein 7,210.41774711676717,-0.30186794562392877,0.204373786352911,-1.4770384745070273,0.13966532421146263,0.6786062250956929,191,189,174,271,224,222
ENSG00000143390,RFX5,5993,regulatory factor X5,1603.6467389628492,0.15584843157405412,0.10545853084642612,1.4778172076093896,0.13945671127924625,0.6786062250956929,1708,1578,1669,1661,1509,1505
ENSG00000149357,LAMTOR1,55004,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",36.998467229933745,1.1241856068922547,0.7616144438348239,1.476056049084153,0.13992884630793603,0.6786062250956929,60,11,74,18,18,35
ENSG00000157500,APPL1,26060,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",3149.3903635883744,0.09600568811889985,0.06500713920125256,1.4768483784785595,0.13971628502952047,0.6786062250956929,3116,3371,3085,3275,3104,3002
ENSG00000158163,DZIP1L,199221,DAZ interacting zinc finger protein 1 like,171.8155544472597,0.4038464872135708,0.2737545642537069,1.4752137131101817,0.14015509583327648,0.6786062250956929,211,234,134,166,135,155
ENSG00000168522,FNTA,2339,"farnesyltransferase, CAAX box, alpha",2374.332160781165,-0.11561716052545148,0.07835253367492276,-1.4756020654690776,0.14005075033376,0.6786062250956929,2057,2408,2243,2667,2531,2412
ENSG00000169021,UQCRFS1,7386,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",3235.2376523710227,-0.1611476601492532,0.10912332804703773,-1.4767480339290084,0.13974319110018224,0.6786062250956929,2475,3396,3134,3700,3298,3524
ENSG00000176907,TCIM,56892,transcriptional and immune response regulator,221.09917596610572,-0.37649214093204264,0.25518407266058524,-1.4753747638192396,0.14011181623372063,0.6786062250956929,222,217,129,255,263,251
ENSG00000182533,CAV3,859,caveolin 3,698.0141272779525,0.20513380962726185,0.13906776003557045,1.4750637356551453,0.14019540893429433,0.6786062250956929,617,825,761,667,658,671
ENSG00000198399,ITSN2,50618,intersectin 2,1883.2748183008555,0.2599591761524138,0.1760392941268767,1.4767110799992962,0.139753100814786,0.6786062250956929,2094,2131,1814,2199,1238,1857
ENSG00000213689,TREX1,11277,three prime repair exonuclease 1,493.5893911846981,-0.20361547192108223,0.1380345325058596,-1.4751053104225111,0.14018423297586932,0.6786062250956929,412,513,428,558,557,513
ENSG00000131759,RARA,5914,retinoic acid receptor alpha,1782.330797862291,0.23520899157180328,0.1595439741805437,1.4742580707287338,0.14041211983737276,0.6786876500462328,1381,2444,1886,1806,1635,1607
ENSG00000196236,XPNPEP3,63929,X-prolyl aminopeptidase 3,573.0522420581967,0.26295997409376703,0.17834792054006704,1.474421306945888,0.1403681911214992,0.6786876500462328,723,618,496,601,529,478
ENSG00000164576,SAP30L,79685,SAP30 like,123.45367423457205,-0.6829350919815058,0.4633980914063703,-1.4737546499357843,0.14054766266635974,0.6788619084066551,115,119,47,149,88,229
ENSG00000168724,DNAJC21,134218,DnaJ heat shock protein family (Hsp40) member C21,2923.424832974935,0.11793618604681372,0.08002769258475052,1.4736921962596576,0.1405644849326553,0.6788619084066551,3101,3082,2762,3059,2800,2782
ENSG00000108946,PRKAR1A,5573,protein kinase cAMP-dependent type I regulatory subunit alpha,11832.33639787097,0.08292459214351842,0.056281861120148116,1.4733804194302413,0.14064848702172117,0.6789866786619319,11790,12441,11557,12380,11996,11043
ENSG00000070950,RAD18,56852,RAD18 E3 ubiquitin protein ligase,813.7492889566316,-0.181063299609038,0.12304807986535093,-1.471484153244585,0.14116022998271696,0.6808594573675016,731,834,683,921,957,788
ENSG00000090971,NAT14,57106,N-acetyltransferase 14 (putative),433.81369519861914,0.23493891163927516,0.1596530778189198,1.4715589254454922,0.14114002423715905,0.6808594573675016,499,475,405,422,385,420
ENSG00000165113,GKAP1,80318,G kinase anchoring protein 1,361.7509810346729,0.32850803007992685,0.22327818184117665,1.4712948097795011,0.14121140634684498,0.6808594573675016,311,378,491,314,331,341
ENSG00000033327,GAB2,9846,GRB2 associated binding protein 2,2751.3784065078694,0.1203142834520344,0.08179706947870768,1.4708874562230252,0.14132155552279807,0.6809154716504865,2891,2933,2604,2806,2805,2514
ENSG00000065135,GNAI3,2773,G protein subunit alpha i3,8051.07828771043,-0.14860210184117587,0.10116917268861741,-1.468847652817617,0.14187411564554867,0.6809154716504865,6179,8520,7817,9253,8883,7966
ENSG00000070159,PTPN3,5774,protein tyrosine phosphatase non-receptor type 3,238.19543900847341,-0.3534127153463126,0.2404634035151507,-1.4697151840157057,0.14163890858972378,0.6809154716504865,239,212,164,237,283,300
ENSG00000101608,MYL12A,10627,myosin light chain 12A,10467.259162634706,-0.15527307527709663,0.10563955586019345,-1.4698383954073952,0.14160552754371483,0.6809154716504865,7865,10840,10474,11849,11496,10647
ENSG00000105171,POP4,10775,"POP4 homolog, ribonuclease P/MRP subunit",1399.0751592168713,-0.16375646712584793,0.11164004396526282,-1.466825534185577,0.14242352169243713,0.6809154716504865,1125,1380,1377,1536,1497,1518
ENSG00000123268,ATF1,466,activating transcription factor 1,852.4763069685856,-0.16844958800699303,0.11483576966204052,-1.4668738538761654,0.14241037429552925,0.6809154716504865,728,821,811,961,959,860
ENSG00000134769,DTNA,1837,dystrobrevin alpha,599.5354318461798,0.201518325955039,0.13711690047624092,1.469682623040019,0.14164773118186483,0.6809154716504865,629,676,583,663,532,527
ENSG00000136895,GARNL3,84253,GTPase activating Rap/RanGAP domain like 3,137.67045637262677,0.38468238008207256,0.26207226549110096,1.4678484934726335,0.1421453816576513,0.6809154716504865,165,163,131,147,112,110
ENSG00000137563,GGH,8836,gamma-glutamyl hydrolase,371.73100908353825,0.23123970663992235,0.15734719022078042,1.4696144641379376,0.14166620061312618,0.6809154716504865,355,451,378,354,348,351
ENSG00000142102,PGGHG,80162,protein-glucosylgalactosylhydroxylysine glucosidase,457.81203422196455,0.9000794985275592,0.6127055399717523,1.4690245800112331,0.1418261223989926,0.6809154716504865,1056,350,324,267,304,407
ENSG00000165502,RPL36AL,6166,ribosomal protein L36a like,8125.580414749911,-0.13108583532654794,0.08917931628774439,-1.4699129886081288,0.1415853213185639,0.6809154716504865,6524,8290,8020,9321,8389,8470
ENSG00000167700,MFSD3,113655,major facilitator superfamily domain containing 3,462.5201407416456,0.2554897140202937,0.17400968963799135,1.4682499264943973,0.14203634707400115,0.6809154716504865,407,531,543,479,389,432
ENSG00000171766,GATM,2628,glycine amidinotransferase,850.0183389028527,0.1810288287535954,0.12342294974796676,1.4667355554478443,0.14244800666242508,0.6809154716504865,935,921,800,809,871,773
ENSG00000177853,ZNF518A,9849,zinc finger protein 518A,725.6021031420892,0.28256892366916003,0.19258326100100318,1.4672558881827644,0.1423064586573217,0.6809154716504865,986,712,635,658,709,648
