gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001,OS_17_Media_1_S21_L001,OS_17_Media_2_S22_L001
ENSG00000181409,AATK,9625,apoptosis associated tyrosine kinase,575.7842419230969,-1.2276233598729918,0.10236015757783665,-11.993175752386696,3.8582400706238655e-33,3.472416063561479e-32,419,475,457,500,413,413,478,501,403,1508,1082
ENSG00000138107,ACTR1A,10121,actin related protein 1A,5434.8724771717625,-0.9578375044449728,0.07991251018486421,-11.986077051380017,4.203451685947397e-33,3.7801182815569605e-32,3614,4944,4530,4873,4494,4445,4864,4614,4307,12506,9020
ENSG00000156467,UQCRB,7381,ubiquinol-cytochrome c reductase binding protein,2836.4414892979776,-1.2489199637501969,0.10426032217502382,-11.978861542875446,4.5857776051519194e-33,4.120684927754901e-32,2157,2047,2219,2332,2115,2064,2073,2476,2334,7254,5560
ENSG00000156599,ZDHHC5,25921,zinc finger DHHC-type palmitoyltransferase 5,4562.964957306472,0.7965102913516895,0.06650957319601927,11.975874345249327,4.753991095325742e-33,4.2684691340917645e-32,4249,5017,4508,5545,4989,4844,5152,5051,4070,4017,2800
ENSG00000122966,CIT,11113,citron rho-interacting serine/threonine kinase,3262.018452963103,-1.7199098502225585,0.14372829610519477,-11.966396992306622,5.329301481984349e-33,4.781252748021419e-32,2608,2136,1892,1940,2166,1812,2577,2720,2287,10777,7404
ENSG00000107862,GBF1,8729,golgi brefeldin A resistant guanine nucleotide exchange factor 1,6780.182545355013,-0.7248954514642648,0.060592595423983334,-11.963432930904654,5.523044796051245e-33,4.951170472680584e-32,5438,6220,4970,6305,6041,6015,6338,6316,5532,13917,10014
ENSG00000174371,EXO1,9156,exonuclease 1,470.3458925199183,-1.493480022071293,0.12487954270005426,-11.959364919028038,5.8003827896328805e-33,5.195700870178626e-32,301,397,299,365,370,295,402,350,326,1297,1059
ENSG00000104870,FCGRT,2217,Fc gamma receptor and transporter,1025.5306444670875,-1.3327492973771884,0.11144436949285318,-11.958875118070962,5.834694480795406e-33,5.222326781749662e-32,685,781,825,725,820,762,948,741,750,2871,1980
ENSG00000197019,SERTAD1,29950,SERTA domain containing 1,743.3103272648104,1.9021699425418856,0.1590759792060707,11.957618944327043,5.923616554735853e-33,5.297751333516707e-32,609,901,844,882,819,981,897,958,645,331,220
ENSG00000154914,USP43,124739,ubiquitin specific peptidase 43,189.23634960479896,4.625269453208098,0.3868788058356191,11.955344628450202,6.0880487421106774e-33,5.440536493636583e-32,203,235,237,283,270,252,211,196,129,11,11
ENSG00000144824,PHLDB2,90102,pleckstrin homology like domain family B member 2,8691.92058492519,1.1937175859349423,0.09990174898333,11.948915790594723,6.577774961109468e-33,5.873566112331867e-32,11208,10486,8365,9913,9025,8426,9910,9446,8103,5629,4415
ENSG00000056558,TRAF1,7185,TNF receptor associated factor 1,6032.105508937881,1.6206152759750838,0.1356690419043165,11.94535800671503,6.865409086516899e-33,6.125602072883613e-32,5237,6421,5615,8331,7933,7969,6996,6373,5572,2894,2390
ENSG00000109805,NCAPG,64151,non-SMC condensin I complex subunit G,1889.6476092866667,-1.1550166891934446,0.09669813360352718,-11.944560315188069,6.931594657632785e-33,6.179812464929464e-32,1338,1500,1288,1518,1405,1515,1769,1692,1521,4820,3410
ENSG00000159399,HK2,3099,hexokinase 2,12760.3613501924,0.8219446633935152,0.06890152849967385,11.929266030686184,8.330473675789725e-33,7.421161408361973e-32,12420,14146,11697,15165,14894,14151,13797,13313,11992,10613,8035
ENSG00000175782,SLC35E3,55508,solute carrier family 35 member E3,456.0003510416981,-1.6860457906183324,0.1413409344792694,-11.928927715315384,8.364395701131527e-33,7.445554734744522e-32,393,328,296,332,285,284,345,298,284,1443,1052
ENSG00000180616,SSTR2,6752,somatostatin receptor 2,507.05623360926944,2.212515192675673,0.18563851477640073,11.918406023343916,9.490693276315307e-33,8.441526793035138e-32,551,502,455,644,694,586,561,716,482,151,148
ENSG00000142173,COL6A2,1292,collagen type VI alpha 2 chain,35622.69502829534,0.6399110400812891,0.053709208452278126,11.914363635611291,9.962389203247416e-33,8.854160896094601e-32,34753,37915,34358,37385,36062,38202,41581,39757,34040,33082,25092
ENSG00000067704,IARS2,55699,"isoleucyl-tRNA synthetase 2, mitochondrial",6487.782670871651,-0.5679567359740704,0.047676643024505985,-11.912683023469969,1.0165280902795771e-32,9.02743549752963e-32,5702,5888,5515,6299,5957,5505,6441,5864,5141,12388,8763
ENSG00000111665,CDCA3,83461,cell division cycle associated 3,466.79412854225717,-2.7057239115502907,0.22715965670873112,-11.91111111344752,1.035876141429584e-32,9.19208875305987e-32,254,291,123,204,179,247,297,230,222,2169,1477
ENSG00000156253,RWDD2B,10069,RWD domain containing 2B,2069.816099482273,1.1801978095270378,0.09909460628088565,11.909808755703045,1.0521830673849926e-32,9.329520422257118e-32,1769,2278,2186,2390,2330,2271,2405,2271,2280,1359,1056
ENSG00000171488,LRRC8C,84230,leucine rich repeat containing 8 VRAC subunit C,953.9635129643639,1.5279163162404352,0.12830664302296801,11.908318074902208,1.0711610951408124e-32,9.49040394410751e-32,1034,1071,843,1221,1255,1037,1088,1145,825,526,372
ENSG00000100796,PPP4R3A,55671,protein phosphatase 4 regulatory subunit 3A,4024.2934840205503,0.7384961135345031,0.062027955988856374,11.905859249451611,1.1032102450373084e-32,9.76675632950992e-32,4254,4400,3805,4536,4290,4137,4685,3976,3963,3616,2599
ENSG00000164338,UTP15,84135,UTP15 small subunit processome component,717.7817675102394,1.7070006029510993,0.14341480903440534,11.902540710015437,1.1479799806767003e-32,1.0155207521370811e-31,670,858,799,930,960,807,734,814,638,332,265
ENSG00000108312,UBTF,7343,upstream binding transcription factor,3300.1269492858714,-0.6591371646257435,0.055382153476469256,-11.901616734816882,1.1607631271341367e-32,1.0260316927346387e-31,2894,3203,2712,3104,2807,2862,3135,2972,2505,6520,4736
ENSG00000198355,PIM3,415116,"Pim-3 proto-oncogene, serine/threonine kinase",5719.414622054988,1.1270854228755662,0.0947261798380949,11.898351910759729,1.2070744508308145e-32,1.0661398466027016e-31,5168,6252,5817,7048,6802,6860,6556,6239,4992,4219,2770
ENSG00000106404,CLDN15,24146,claudin 15,348.79577591743566,-2.72775188743365,0.22931148193569714,-11.89540037161575,1.250518698498853e-32,1.1036554560007318e-31,221,191,163,151,133,103,197,168,180,1636,1106
ENSG00000102181,CD99L2,83692,CD99 molecule like 2,1328.290609945097,-1.01908996838702,0.08573912394288485,-11.88593866512897,1.4005279839210077e-32,1.2350899377955594e-31,990,1149,1147,1063,1113,1055,1166,1087,1030,3285,2169
ENSG00000109814,UGDH,7358,UDP-glucose 6-dehydrogenase,5266.182521083496,1.4715004682246868,0.12386534985988001,11.879839437657825,1.5065646506282706e-32,1.3275726429878377e-31,4915,5451,4701,6908,7091,6664,6025,5678,4922,2902,2209
ENSG00000145861,C1QTNF2,114898,C1q and TNF related 2,218.20905406825472,-2.524071357657209,0.21249523286020883,-11.878249331445865,1.5354952388974107e-32,1.3520195897020125e-31,114,124,131,93,90,96,115,121,136,911,690
ENSG00000127022,CANX,821,calnexin,9050.81321518474,1.1581389845298664,0.09755845374171263,11.871231452643311,1.669912686606755e-32,1.4692392532471333e-31,9301,10691,9093,11293,11046,10622,8932,9434,7865,6343,4448
ENSG00000125744,RTN2,6253,reticulon 2,1290.5236795349615,-2.3485869778913777,0.19793149696369025,-11.865655612771002,1.7849871934748754e-32,1.5692725249198036e-31,518,662,860,652,597,594,787,969,822,5399,3648
ENSG00000079150,FKBP7,51661,FKBP prolyl isomerase 7,652.1357653318618,-1.9254863478410462,0.16233672631568735,-11.861064292356483,1.8856289585878795e-32,1.656472661537269e-31,492,456,467,339,375,359,477,403,406,2225,1681
ENSG00000028839,TBPL1,9519,TATA-box binding protein like 1,687.7653140890247,1.5435686672686337,0.13020826610842742,11.854613485009228,2.036618022833425e-32,1.787732936773982e-31,653,799,692,866,866,796,825,740,624,327,303
ENSG00000132361,CLUH,23277,clustered mitochondria homolog,8105.133153494537,0.9068888909104612,0.07655922480617419,11.845586122461944,2.268269171331417e-32,1.989541179938997e-31,8005,9687,8718,9201,8805,9137,8975,7937,7204,6480,4782
ENSG00000124151,NCOA3,8202,nuclear receptor coactivator 3,3125.222650984698,1.0323966501335187,0.08718192539935497,11.841865678056669,2.3711872656399498e-32,2.0782114718484086e-31,3406,3389,2781,3813,3666,3498,3386,3219,3053,2267,1738
ENSG00000089685,BIRC5,332,baculoviral IAP repeat containing 5,3661.7095460254636,-1.3570288418443375,0.1147611413742506,-11.824811304541619,2.905548800965499e-32,2.544590238384016e-31,2115,3081,3014,2720,2556,2611,3111,3110,2676,10283,7206
ENSG00000198833,UBE2J1,51465,ubiquitin conjugating enzyme E2 J1,3692.343723975154,1.0131674782796982,0.0857404711073708,11.816677295963677,3.2009605058620365e-32,2.8011479907178543e-31,3680,4144,3870,4829,4220,3837,3822,3913,3357,2868,1962
ENSG00000113460,BRIX1,55299,biogenesis of ribosomes BRX1,3253.4280193139057,0.84980474154500385,0.07196570176095593,11.808468767076688,3.529301748999718e-32,3.0861060224548224e-31,3078,3596,3573,3688,3535,3499,3643,3363,3047,2607,2054
ENSG00000170876,TMEM43,79188,transmembrane protein 43,6717.57488525394,0.8957267564595764,0.07586611778471025,11.806677112455299,3.6052992406535405e-32,3.1501405874781704e-31,5846,7391,6803,7950,7468,7494,7875,7373,6200,5471,3945
ENSG00000137193,PIM1,5292,"Pim-1 proto-oncogene, serine/threonine kinase",1479.2591558560082,1.7536250640399045,0.14860251074682254,11.800776818822362,3.867248088171883e-32,3.376427874527369e-31,1434,1651,1514,2013,2099,1861,1616,1455,1260,696,505
ENSG00000155506,LARP1,23367,"La ribonucleoprotein 1, translational regulator",12758.478661543591,0.6960130258329726,0.05898177647570927,11.800475798141054,3.881107508936426e-32,3.3859317233135027e-31,13659,13962,11381,13853,13743,13686,14008,13833,12096,11808,8426
ENSG00000160633,SAFB,6294,scaffold attachment factor B,4835.797661294947,-0.7314309346177862,0.062062620208697725,-11.7853698757514,4.643770621095753e-32,4.0481874824789545e-31,4009,4253,3676,4665,4224,4165,4357,4330,4152,9856,7240
ENSG00000005483,KMT2E,55904,lysine methyltransferase 2E (inactive),3032.2211705063537,-1.0750873872170204,0.0913438181318696,-11.769678662489863,5.593717342150837e-32,4.872568625890381e-31,2604,2482,2053,2554,2417,2534,2416,2520,2503,7071,5546
ENSG00000100897,DCAF11,80344,DDB1 and CUL4 associated factor 11,2082.5842114426737,-1.2689465707321657,0.10783082171696677,-11.7679393565495,5.710230283692604e-32,4.9702577813333556e-31,1388,1720,1848,1730,1474,1467,1649,1719,1516,5270,4196
ENSG00000178252,WDR6,11180,WD repeat domain 6,2248.2904619110695,-1.2958789749186586,0.11012530559065183,-11.767313316119973,5.752754714204225e-32,5.003446327059977e-31,1935,1682,1317,1822,1640,1846,1958,1830,1563,5958,4441
ENSG00000169967,MAP3K2,10746,mitogen-activated protein kinase kinase kinase 2,2995.9949873210853,0.7438339651837524,0.06321236718019732,11.767222117522202,5.75897565503196e-32,5.005033422331212e-31,3104,3406,2770,3479,3247,3122,3415,3168,2675,2730,1894
ENSG00000092964,DPYSL2,1808,dihydropyrimidinase like 2,1671.1651329198287,-0.9465360554243036,0.08050291686273357,-11.757785833254376,6.440105926916519e-32,5.592723568111713e-31,1198,1455,1298,1481,1500,1342,1550,1353,1362,3949,2667
ENSG00000082212,ME2,4200,malic enzyme 2,2287.3243768968064,1.04067279192299,0.08853275109395838,11.754664562705623,6.682559929674007e-32,5.798852499949586e-31,2234,2676,2300,2733,2711,2427,2692,2169,2196,1621,1288
ENSG00000133028,SCO1,6341,synthesis of cytochrome C oxidase 1,1275.802687478323,1.106111014129086,0.09412740680166953,11.751210956652711,6.961402037418662e-32,6.036219512262869e-31,1201,1430,1367,1546,1469,1376,1370,1353,1272,843,709
ENSG00000100028,SNRPD3,6634,small nuclear ribonucleoprotein D3 polypeptide,2957.0085474739667,-1.065294480305927,0.09068942327041322,-11.7466231660718,7.34975875656968e-32,6.368112895247018e-31,2167,2493,2169,2905,2363,2181,2709,2374,2293,6557,5608
ENSG00000144048,DUSP11,8446,dual specificity phosphatase 11,1039.9799295786443,-1.0310068735301527,0.08778747760756785,-11.744350124046317,7.550065894058937e-32,6.536692030711863e-31,790,844,811,847,924,788,933,866,851,2510,1764
ENSG00000095303,PTGS1,5742,prostaglandin-endoperoxide synthase 1,660.6672670792371,-2.362657295103875,0.20137425973072842,-11.732667810986117,8.668280928787936e-32,7.499116897739411e-31,305,392,305,282,290,365,533,417,414,2777,1876
ENSG00000125450,NUP85,79902,nucleoporin 85,1035.5356343785918,-1.311185980501467,0.11176663858432105,-11.731461168640745,8.792756925182144e-32,7.601027911404609e-31,846,928,644,914,744,776,864,731,716,2929,1939
ENSG00000130779,CLIP1,6249,CAP-Gly domain containing linker protein 1,5633.926081717649,1.6629945082576805,0.14184280553554934,11.724207667627475,9.579313864628037e-32,8.274695625856615e-31,8464,5498,5255,6529,6484,5707,6682,6051,5619,2897,1977
ENSG00000116062,MSH6,2956,mutS homolog 6,4206.243060463201,-0.7189377773424225,0.061359506781788316,-11.716811543143065,1.0453266226734605e-31,9.022777558102615e-31,3492,3805,3580,3992,3583,3523,3696,3852,3446,8150,6527
ENSG00000162616,DNAJB4,11080,DnaJ heat shock protein family (Hsp40) member B4,766.1977191366138,-1.5074862548714532,0.12870357894610562,-11.712854197339066,1.0952932029199106e-31,9.44690387518423e-31,518,635,558,703,564,453,548,514,539,2238,1652
ENSG00000155906,RMND1,55005,required for meiotic nuclear division 1 homolog,1596.9286878265523,1.4538508699474186,0.12419675495795662,11.706029440459854,1.1870969883492832e-31,1.0230960796636327e-30,1447,1934,1688,1926,2054,1858,1808,1815,1336,823,728
ENSG00000165757,JCAD,57608,junctional cadherin 5 associated,1061.7789618768545,-1.1000318174753836,0.09407768176224292,-11.692803190616775,1.3873074521318601e-31,1.1947424616128008e-30,910,872,813,924,951,788,822,842,775,2615,1885
ENSG00000101337,TM9SF4,9777,transmembrane 9 superfamily member 4,4866.496145690724,-0.5915872150104696,0.05060726314402864,-11.689768982898919,1.4377716302132576e-31,1.2372660627345378e-30,4402,4513,4014,4504,4402,4315,4680,4480,3763,9496,6589
ENSG00000115129,TP53I3,9540,tumor protein p53 inducible protein 3,346.38486092754715,-1.9626588314683913,0.16804040935267406,-11.679683708394627,1.6189681808996295e-31,1.3921414455847643e-30,179,209,196,248,230,232,218,294,187,1351,795
ENSG00000184428,TOP1MT,116447,DNA topoisomerase I mitochondrial,1326.466339267966,-1.0674081968421891,0.09142481869577915,-11.675256369870917,1.705507809503507e-31,1.4654495404677303e-30,1064,1002,1014,1118,1054,1041,1113,1246,1031,3090,2412
ENSG00000188372,ZP3,7784,zona pellucida glycoprotein 3,605.8386498089537,1.9876142365104974,0.1702477419849741,11.674834645888708,1.713986868512993e-31,1.4716244719472417e-30,518,752,769,730,708,755,626,604,669,227,191
ENSG00000115363,EVA1A,84141,"eva-1 homolog A, regulator of programmed cell death",174.9711922440595,3.3507413257128564,0.2870265524917111,11.673976838117166,1.7313630557036489e-31,1.4854233902928443e-30,190,214,166,222,198,248,254,173,175,36,14
ENSG00000005100,DHX33,56919,DEAH-box helicase 33,3349.3043881922667,0.965993605070306,0.08277121065434807,11.67064728706564,1.8004808375106591e-31,1.5435598143869619e-30,3962,4027,3175,3717,3427,3479,3693,3576,3160,2611,1883
ENSG00000182199,SHMT2,6472,serine hydroxymethyltransferase 2,99798.41124484476,0.9713547851337269,0.08323243558179218,11.670387612040747,1.805985160633752e-31,1.5471136985564534e-30,84963,113961,107675,118269,113018,113503,109114,106577,93967,76334,56796
ENSG00000185359,HGS,9146,hepatocyte growth factor-regulated tyrosine kinase substrate,5214.092758631849,0.771552989680081,0.06614277786702867,11.664961989216518,1.9248904569960043e-31,1.6477351769097375e-30,5762,5686,4883,5697,5249,5334,5901,5921,4994,4705,3216
ENSG00000090889,KIF4A,24137,kinesin family member 4A,3341.8828861539773,-1.2416555204945714,0.10647158501253436,-11.66184874911365,1.9965948975085733e-31,1.707831172662292e-30,2291,2572,2625,2477,2359,2400,3191,2859,2671,8778,6342
ENSG00000164649,CDCA7L,55536,cell division cycle associated 7 like,2744.9400901575787,-0.795922960891754,0.06826850101308991,-11.658714474178105,2.071462107257904e-31,1.7705402470819246e-30,2152,2528,2386,2644,2363,2309,2412,2441,2000,5659,4334
ENSG00000261371,PECAM1,5175,platelet and endothelial cell adhesion molecule 1,254.87778137647143,-4.3981622606682045,0.37730542678419077,-11.656769154247662,2.1193241206550238e-31,1.8100904061258396e-30,59,51,70,26,28,29,81,56,76,1691,1092
ENSG00000171388,APLN,8862,apelin,193.45778061533144,-3.711295329407494,0.3184507012944549,-11.65422250389661,2.1836441040768354e-31,1.8636272957207475e-30,47,48,57,50,53,44,60,57,108,956,895
ENSG00000165072,MAMDC2,256691,MAM domain containing 2,573.9834354930787,-1.7713904582326616,0.1520159540455059,-11.652661520661157,2.224023544355779e-31,1.8966672698494793e-30,400,458,402,318,326,396,376,445,366,1875,1373
ENSG00000235162,C12orf75,387882,chromosome 12 open reading frame 75,2898.586454010322,1.1757705702603263,0.10091053207538174,11.651614019654632,2.2515350063646528e-31,1.9186920694207764e-30,3019,3307,2881,3664,3211,3448,3406,2944,2458,2160,1297
ENSG00000092036,HAUS4,54930,HAUS augmin like complex subunit 4,638.8731328822572,-3.0416644036574048,0.2611012890016345,-11.649365712776563,2.311730366825973e-31,1.9685153497616832e-30,286,256,138,327,234,307,435,189,259,3032,2362
ENSG00000119772,DNMT3A,1788,DNA methyltransferase 3 alpha,2477.5929317369414,-1.1428842902682717,0.09814917917431674,-11.644359126411693,2.4515760237172856e-31,2.086038343050919e-30,2158,1864,1727,2067,2084,2078,1882,2178,1748,5952,4687
ENSG00000160957,RECQL4,9401,RecQ like helicase 4,330.00496726837866,-2.8538159900980364,0.2451149116144114,-11.64276775860685,2.4977617045444624e-31,2.1237503365376183e-30,230,169,173,135,127,149,140,132,97,1525,1139
ENSG00000071051,NCK2,8440,NCK adaptor protein 2,4363.484671858697,0.8228011736874976,0.07069426463875392,11.63886742286652,2.6146451603895362e-31,2.221472772465289e-30,3971,4768,4595,4832,4515,4387,5225,4869,4375,3734,2668
ENSG00000167244,IGF2,3481,insulin like growth factor 2,3449.7754367652788,-3.900521080879786,0.33516122978053664,-11.637745461889624,2.6492621013457017e-31,2.2492057437599412e-30,1061,1035,1262,573,570,676,954,1214,1132,19276,15283
ENSG00000108829,LRRC59,55379,leucine rich repeat containing 59,12658.87344682146,1.1081768825048526,0.09534713347112032,11.622550591313876,3.1654258913300322e-31,2.685422784857855e-30,10528,14366,12924,15392,14983,15091,14276,13561,12011,8924,6588
ENSG00000135919,SERPINE2,5270,serpin family E member 2,780.6554614643869,1.6341874456407264,0.1406085548999759,11.622247642067236,3.176672610297082e-31,2.690953695552997e-30,835,908,862,1060,915,931,833,692,766,402,284
ENSG00000284194,SCO2,9997,synthesis of cytochrome C oxidase 2,1178.0855408207663,1.4215860627436543,0.1223153353097305,11.622304424411478,3.174561600078719e-31,2.690953695552997e-30,997,1441,1154,1387,1229,1451,1344,1354,1301,695,492
ENSG00000081692,JMJD4,65094,jumonji domain containing 4,1217.639266000023,1.2709835928878361,0.10936737636953404,11.621231441023102,3.2146886633990853e-31,2.7211323741857687e-30,1064,1500,1284,1537,1377,1337,1460,1323,1099,825,534
ENSG00000166173,LARP6,55323,"La ribonucleoprotein 6, translational regulator",1070.9567819160352,1.3645213550452677,0.11743862993718981,11.619016296214118,3.2991296028954837e-31,2.7905342146333643e-30,994,1187,1069,1114,1210,1169,1323,1199,1279,643,473
ENSG00000148848,ADAM12,8038,ADAM metallopeptidase domain 12,1138.205133698375,-1.4221615004878432,0.12240646179741299,-11.618353145780576,3.3248344157811075e-31,2.8101885540956136e-30,796,944,894,801,696,800,940,1004,765,3328,2276
ENSG00000188641,DPYD,1806,dihydropyrimidine dehydrogenase,3078.8439713131743,0.6889500666773528,0.0593017884117542,11.617694594532601,3.3505577028162095e-31,2.8298293357984085e-30,2836,3448,3017,3524,3308,3240,3501,3212,2929,2814,2078
ENSG00000115461,IGFBP5,3488,insulin like growth factor binding protein 5,250.82315207654835,-4.085413534895915,0.35191711057649566,-11.60902215923336,3.708320167440382e-31,3.1296682806752223e-30,68,57,95,80,79,68,32,29,51,1665,981
ENSG00000215717,TMEM167B,56900,transmembrane protein 167B,2345.365274594931,0.8937185044745294,0.07706293195551978,11.597255409259253,4.255063939137493e-31,3.588437255339286e-30,2127,2675,2218,2876,2565,2515,2723,2561,2229,1873,1409
ENSG00000165006,UBAP1,51271,ubiquitin associated protein 1,2966.608177205122,0.9448475233462654,0.08147420032655774,11.596892262326117,4.2731535671336376e-31,3.601025415382418e-30,2812,3345,3286,3611,2995,2927,3405,3353,2782,2264,1749
ENSG00000103522,IL21R,50615,interleukin 21 receptor,1308.7033859333785,-1.8459542480544173,0.15920888025381608,-11.594543251051926,4.392024293888132e-31,3.698461285940561e-30,902,982,1036,767,715,657,948,950,816,4384,3236
ENSG00000160285,LSS,4047,lanosterol synthase,1296.7046326862012,-1.0676165392681842,0.09212487939770171,-11.588797144138445,4.696820562967286e-31,3.9522026688383256e-30,964,1193,1036,1172,914,981,1152,1107,966,3051,2337
ENSG00000164163,ABCE1,6059,ATP binding cassette subfamily E member 1,5456.0882758570715,0.7675106743366619,0.06626195371054734,11.582976826934281,5.026955253143194e-31,4.226874856501865e-30,5172,6348,5348,6414,6226,5519,6224,5522,5015,4715,3537
ENSG00000165917,RAPSN,5913,receptor associated protein of the synapse,2910.7551641562295,-1.3675005953514903,0.11807239157114947,-11.581882751374994,5.091536432648571e-31,4.278017880863762e-30,2105,2379,2412,1891,2023,1906,2461,2511,2094,8019,5894
ENSG00000114423,CBLB,868,Cbl proto-oncogene B,1465.7168122288772,1.6097188686690957,0.13900728566517145,11.58010431587338,5.198276062850609e-31,4.364481782857978e-30,1433,1562,1622,1922,1830,1747,1622,1325,1555,662,620
ENSG00000149823,VPS51,738,VPS51 subunit of GARP complex,1105.779698532816,-1.1467278815469926,0.0990640939259535,-11.575615705970383,5.477658073024766e-31,4.595662281605524e-30,831,950,809,873,881,851,1129,843,785,2713,2059
ENSG00000068654,POLR1A,25885,RNA polymerase I subunit A,3693.982196709723,1.3488502791538206,0.11657096093929047,11.571065969476692,5.776054064666387e-31,4.842442969530694e-30,3954,4699,3092,4485,4618,4463,4153,3686,3343,2198,1679
ENSG00000077514,POLD3,10714,"DNA polymerase delta 3, accessory subunit",1576.789259565243,-0.9580384033597487,0.08287358649697125,-11.560238235794968,6.552674314077747e-31,5.489492057820099e-30,1197,1343,1131,1571,1361,1239,1407,1311,1253,3579,2654
ENSG00000143179,UCK2,7371,uridine-cytidine kinase 2,5055.953809895179,0.7579761671585413,0.06558986015159732,11.556301010653737,6.8600620783436815e-31,5.7427799089663834e-30,4745,5681,5198,5809,5439,5364,5839,5436,4436,4273,3387
ENSG00000079432,CIC,23152,capicua transcriptional repressor,4066.777501955682,-0.7745502475858015,0.06707941394718334,-11.546765274301041,7.6651373229899025e-31,6.412019722427628e-30,3381,3678,3224,3427,3422,3459,3956,3547,3451,8800,5982
ENSG00000103642,LACTB,114294,lactamase beta,1880.5067638720714,1.1913993523080466,0.10323948543714313,11.540151980255892,8.277883543871265e-31,6.919508380835122e-30,1704,2021,1936,2408,2111,2102,2224,2018,1861,1416,811
ENSG00000011523,CEP68,23177,centrosomal protein 68,889.4151789040459,-1.1632381643186198,0.10082682311133268,-11.536991134136754,8.587682791117266e-31,7.173203857437276e-30,761,671,653,759,720,715,769,762,558,2290,1602
ENSG00000128487,SPECC1,92521,sperm antigen with calponin homology and coiled-coil domains 1,2338.7820590332126,-0.8015139090229472,0.06948387676014593,-11.535250282446443,8.763192994668192e-31,7.314439314098047e-30,1845,2171,1809,2000,1978,1996,2211,2045,1998,4972,3602
ENSG00000178585,CTNNBIP1,56998,catenin beta interacting protein 1,548.9466244273365,-1.7111061622874817,0.148378292462417,-11.53205185132381,9.094985488215165e-31,7.585817566544298e-30,301,466,384,388,397,326,349,382,406,1751,1282
ENSG00000101079,NDRG3,57446,NDRG family member 3,2128.4678864724046,-1.2867272859509082,0.11167068799609087,-11.522515971209485,1.0160028539621699e-30,8.467930082254249e-30,1458,1869,1698,1618,1448,1389,1812,1813,1668,5815,4043
ENSG00000081087,OSTM1,28962,osteoclastogenesis associated transmembrane protein 1,1118.368178232772,0.911022693977907,0.07911450558520823,11.515242207975549,1.1054848794211056e-30,9.206982700957783e-30,1156,1233,1130,1348,1157,1176,1266,1142,1107,913,642
ENSG00000178031,ADAMTSL1,92949,ADAMTS like 1,844.2328432877204,1.6492920930695458,0.14323531057291913,11.514563597988737,1.1142218264606886e-30,9.27296454258402e-30,864,1065,788,980,887,794,1191,901,985,394,332
ENSG00000167460,TPM4,7171,tropomyosin 4,87580.32180865976,0.8002561121511088,0.06955834675417298,11.504817890213864,1.2475239457711494e-30,1.037476999459791e-29,78553,96909,92424,102194,97783,93982,92085,92210,85746,73125,56381
ENSG00000161981,SNRNP25,79622,small nuclear ribonucleoprotein U11/U12 subunit 25,287.08104438171966,-2.0405080668402777,0.17746285006140672,-11.498226621144704,1.3465356317805152e-30,1.119000596191326e-29,148,227,175,169,184,181,159,161,198,989,796
ENSG00000185551,NR2F2,7026,nuclear receptor subfamily 2 group F member 2,1578.9938459138705,1.0181804784797495,0.08856588845927335,11.496305137253328,1.3768407924677785e-30,1.1433502860864813e-29,1593,1855,1639,1832,1773,1646,1656,1625,1609,1090,936
ENSG00000146872,TLK2,11011,tousled like kinase 2,3239.3616260055687,1.2357221174501243,0.10751248254640236,11.493754847645592,1.4181112378365386e-30,1.1767635891231046e-29,3190,3699,2920,4041,3237,3783,4388,3590,2975,1963,1662
ENSG00000134222,PSRC1,84722,proline and serine rich coiled-coil 1,1255.8023910994025,-1.3965113643782365,0.12151152882075437,-11.492830169541165,1.4333763529372334e-30,1.1885644412374655e-29,811,899,884,941,830,913,1212,1032,966,3472,2599
ENSG00000099204,ABLIM1,3983,actin binding LIM protein 1,2676.7184198411255,-0.9206026349578884,0.08014356181922327,-11.486919398896397,1.5348822701783093e-30,1.2718074705953457e-29,2148,2385,1964,2453,2592,2143,2224,2325,1970,5842,4514
ENSG00000070404,FSTL3,10272,follistatin like 3,490.30092437436235,1.9598247180463557,0.17063863112856908,11.485234645194204,1.5650995405000454e-30,1.2959024195340373e-29,598,574,564,578,498,672,548,504,427,184,160
ENSG00000089234,BRAP,8315,BRCA1 associated protein,1526.8038946250865,1.0100539373815445,0.08796769820655118,11.482100338807356,1.6228951825178938e-30,1.342780643384173e-29,1391,1620,1616,1765,1741,1587,1787,1766,1467,1095,883
ENSG00000115368,WDR75,84128,WD repeat domain 75,2796.456652247871,0.6441965273712676,0.05610934771239049,11.481091005964615,1.6419541354106532e-30,1.3575633864669782e-29,2769,3068,2794,3219,2853,2949,3036,2868,2671,2649,1922
ENSG00000149925,ALDOA,226,"aldolase, fructose-bisphosphate A",36854.19025329805,-1.1788435372852275,0.10274268656669722,-11.473746469730091,1.7874927545161028e-30,1.476821843988812e-29,21457,31906,29792,29404,27985,29596,32503,32075,28054,92758,68904
