gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D1_1_S1_L001,HOS_D1_2_S2_L001,HOS_D1_3_S3_L001,HOS_D2_1_S4_L001,HOS_D2_2_S5_L001,HOS_D2_3_S6_L001
ENSG00000156990,RPUSD3,285367,RNA pseudouridine synthase D3,1125.758739802464,0.1190347198812987,0.07507454928101975,1.585553573365147,0.11284061495982248,0.5529910583884995,1264,1160,1258,1008,1060,1034
ENSG00000117480,FAAH,2166,fatty acid amide hydrolase,123.85367101806015,-0.34528058678366286,0.21781677679942194,-1.585188211198336,0.11292357817527192,0.5531768901358255,116,102,125,132,145,122
ENSG00000019485,PRDM11,56981,PR/SET domain 11,1232.407480290125,0.12730981578251074,0.0803619810122595,1.5842045477088127,0.11314717873781616,0.5533892879646038,1543,1241,1268,1132,1152,1101
ENSG00000127533,F2RL3,9002,F2R like thrombin or trypsin receptor 3,186.89704450277483,0.326291568400465,0.20590526528923445,1.5846684053568243,0.11304169393442136,0.5533892879646038,222,181,252,122,204,155
ENSG00000176422,SPRYD4,283377,SPRY domain containing 4,589.2246944695022,0.16193947109514195,0.10221451227957473,1.5843099720733287,0.11312319761702518,0.5533892879646038,664,619,671,531,545,522
ENSG00000181027,FKRP,79147,fukutin related protein,106.60850074489835,-0.5646735008501036,0.3564379750663088,-1.5842125148002435,0.11314536630543766,0.5533892879646038,59,148,58,116,145,106
ENSG00000135476,ESPL1,9700,"extra spindle pole bodies like 1, separase",1792.9258033261615,-0.09713799914927004,0.06134837588782136,-1.583383386169698,0.1133341073655163,0.5538607268514613,1984,1644,1825,1741,1910,1683
ENSG00000179943,FIZ1,84922,FLT3 interacting zinc finger 1,632.0581787974734,-0.16257946403754073,0.10269118552152341,-1.5831881111496675,0.11337859541903456,0.5538607268514613,638,562,675,639,676,605
ENSG00000214367,HAUS3,79441,HAUS augmin like complex subunit 3,958.9602843767784,-0.13388035967155032,0.08456383645753877,-1.5831869186632086,0.11337886713659912,0.5538607268514613,1021,962,889,891,1023,974
ENSG00000105607,GCDH,2639,glutaryl-CoA dehydrogenase,107.80454231023077,-0.3771052238677349,0.23843699721207276,-1.5815717706439936,0.11374736263658743,0.5546771636492586,120,84,92,113,116,121
ENSG00000124191,TOX2,84969,TOX high mobility group box family member 2,1451.193160204029,0.10363856952741765,0.06552474322138128,1.5816707465341047,0.11372475422499463,0.5546771636492586,1648,1474,1604,1231,1496,1306
ENSG00000243742,RPLP0P2,113157,ribosomal protein lateral stalk subunit P0 pseudogene 2,154.79264216288846,-0.31079615175751596,0.19649628478875802,-1.5816897102743455,0.1137204228665457,0.5546771636492586,158,148,128,158,173,162
ENSG00000269858,EGLN2,112398,egl-9 family hypoxia inducible factor 2,2555.2042418058495,0.08441113566348539,0.05335832520934407,1.5819674874035097,0.11365699286927346,0.5546771636492586,3073,2526,2680,2253,2511,2374
ENSG00000001497,LAS1L,81887,LAS1 like ribosome biogenesis factor,1581.6863134248965,0.10658922637387187,0.06751852415216258,1.5786664135853727,0.11441259245638705,0.5568238485301737,1700,1685,1761,1396,1596,1394
ENSG00000078269,SYNJ2,8871,synaptojanin 2,3185.9512893250317,0.07227021817789572,0.04580110744110392,1.5779142080970134,0.11458532045110231,0.5568238485301737,3635,3221,3410,2927,3167,2842
ENSG00000105255,FSD1,79187,fibronectin type III and SPRY domain containing 1,171.95063161958973,0.3405142804322736,0.21585705784295992,1.5774989422861687,0.1146807652885838,0.5568238485301737,241,173,193,110,196,135
ENSG00000111237,VPS29,51699,VPS29 retromer complex component,1462.3016199874444,-0.12424568977247435,0.07871782357119934,-1.5783679494148564,0.11448110386637768,0.5568238485301737,1582,1466,1347,1482,1458,1438
ENSG00000116106,EPHA4,2043,EPH receptor A4,385.576912137483,0.21081291117326892,0.13355212680781453,1.5785065817531678,0.1144492772819591,0.5568238485301737,476,410,415,367,358,302
ENSG00000126016,AMOT,154796,angiomotin,455.82236652345637,0.20509758382676369,0.12991339273375177,1.578725484039175,0.11439903686566136,0.5568238485301737,601,433,506,428,409,379
ENSG00000134339,SAA2,6289,serum amyloid A2,84.75011254071839,-0.4756123137381205,0.3013970385591173,-1.5780258359931825,0.11455967451975045,0.5568238485301737,63,87,71,100,74,107
ENSG00000156873,PHKG2,5261,phosphorylase kinase catalytic subunit gamma 2,370.64598379099414,0.2305481761560176,0.14604410388734518,1.5786202251195076,0.1144231927467443,0.5568238485301737,405,448,400,282,334,365
ENSG00000160310,PRMT2,3275,protein arginine methyltransferase 2,1074.7023031258905,0.12759806105823093,0.08090313252248428,1.5771708347976436,0.11475622185733,0.5568238485301737,1278,1066,1187,931,990,1031
ENSG00000174989,FBXW8,26259,F-box and WD repeat domain containing 8,953.022387341668,0.13530894281977968,0.08578330881061626,1.5773341538795282,0.11471865764571339,0.5568238485301737,1034,1021,1075,820,891,900
ENSG00000196914,ARHGEF12,23365,Rho guanine nucleotide exchange factor 12,28126.439857490863,0.04300980817352031,0.027259507670624628,1.5777910846081975,0.1146136126748409,0.5568238485301737,32416,28277,29076,26240,28120,25330
ENSG00000283199,C13orf46,100507747,chromosome 13 open reading frame 46,123.87803789791329,-0.3987878111734858,0.25279438527978926,-1.5775184671610212,0.11467627628356986,0.5568238485301737,139,93,106,104,187,119
ENSG00000104442,ARMC1,55156,armadillo repeat containing 1,1097.2617662320583,0.12051416662359114,0.07646984055561153,1.5759698954249688,0.11503274126767403,0.5570651007524862,1296,1168,1129,948,1109,972
ENSG00000106571,GLI3,2737,GLI family zinc finger 3,2051.6100240536975,-0.09400906168816427,0.0596505141614219,-1.5759975083159177,0.11502637744618369,0.5570651007524862,2264,1968,2009,1961,2066,2061
ENSG00000156299,TIAM1,7074,TIAM Rac1 associated GEF 1,722.4845057779264,-0.14521121978961465,0.09211858477524648,-1.5763509626630183,0.11494494283541426,0.5570651007524862,768,705,683,668,783,734
ENSG00000173207,CKS1B,1163,CDC28 protein kinase regulatory subunit 1B,1503.1940248531805,0.10938112595040626,0.06938794642969158,1.5763707038258927,0.11494039588008353,0.5570651007524862,1853,1495,1565,1353,1467,1341
ENSG00000132406,TMEM128,85013,transmembrane protein 128,438.1548846055725,0.19771342406331327,0.12548477482375495,1.575596914773162,0.11511872761507724,0.5570739194135166,478,448,544,392,417,365
ENSG00000170634,ACYP2,98,acylphosphatase 2,108.24556095169531,0.3829937893505887,0.24308292067681833,1.575568486194814,0.1151252835657931,0.5570739194135166,114,123,147,78,102,91
ENSG00000111052,LIN7A,8825,"lin-7 homolog A, crumbs cell polarity complex component",384.8412361509738,0.2099516178885511,0.1333654559760047,1.574257864242791,0.11542784673352853,0.55818975539777,445,433,418,284,388,358
ENSG00000143498,TAF1A,9015,"TATA-box binding protein associated factor, RNA polymerase I subunit A",548.1465937536835,-0.1647381214386977,0.10467295625709128,-1.5738365221488353,0.11552524821819554,0.55818975539777,553,519,551,549,571,545
ENSG00000146576,INTS15,79034,integrator complex subunit 15,108.81797734261193,0.4375034838701085,0.27794531814961076,1.574063153078951,0.11547285000765926,0.55818975539777,155,136,103,87,120,61
ENSG00000215712,TMEM242,729515,transmembrane protein 242,1201.2689524545965,-0.11732280642752847,0.0745482870730797,-1.5737827257186594,0.1155376889684172,0.55818975539777,1200,1194,1222,1116,1307,1177
ENSG00000153487,ING1,3621,inhibitor of growth family member 1,1088.7229804445008,-0.11676436831862325,0.07422332116340719,-1.5731493348506913,0.11568424366500352,0.5584584105542092,1132,1033,1118,1009,1201,1054
ENSG00000185697,MYBL1,4603,MYB proto-oncogene like 1,1565.8241916074753,-0.1008681528143909,0.06411089172945492,-1.5733387899212192,0.11564039202531617,0.5584584105542092,1620,1528,1597,1465,1623,1573
ENSG00000032389,EIPR1,7260,EARP complex and GARP complex interacting protein 1,971.8322293292499,0.136629661291139,0.0868852880384025,1.5725293012868868,0.1158278492462495,0.5588441531743943,1081,1011,1105,872,1003,793
ENSG00000197323,TRIM33,51592,tripartite motif containing 33,3922.67773613622,-0.07529581978749801,0.04788557064589299,-1.5724114544713257,0.11585515951323247,0.5588441531743943,4101,3883,4010,3805,3927,3831
ENSG00000145604,SKP2,6502,S-phase kinase associated protein 2,821.9825259255496,0.421056867174012,0.2678454014000388,1.572014546350733,0.11594717773474095,0.5588490148196049,948,1035,964,609,961,475
ENSG00000171163,ZNF692,55657,zinc finger protein 692,483.8741030754651,0.17511649880696195,0.11138449805289292,1.572180167511324,0.11590877354297002,0.5588490148196049,555,538,518,413,478,418
ENSG00000103966,EHD4,30844,EH domain containing 4,8728.56962546186,-0.04503419937294087,0.028653748151700038,-1.5716687092564179,0.11602740259472803,0.5588863224885489,9380,8589,9029,7988,9235,8305
ENSG00000114270,COL7A1,1294,collagen type VII alpha 1 chain,1004.1660244251877,-0.18875736016651018,0.1201060700233614,-1.5715888475061723,0.11604593456117575,0.5588863224885489,1023,1004,917,1068,866,1122
ENSG00000092969,TGFB2,7042,transforming growth factor beta 2,887.6828067348098,0.13098395138910088,0.08336019256313743,1.571300969463248,0.11611275613772414,0.5589889290973697,1077,912,931,750,882,809
ENSG00000103111,MON1B,22879,"MON1 homolog B, secretory trafficking associated",2985.4236179002664,-0.07048394574697298,0.04489357204149582,-1.570023113371856,0.11640973416298463,0.5594432973823237,3280,2844,3036,2769,3166,2871
ENSG00000139718,SETD1B,23067,"SET domain containing 1B, histone lysine methyltransferase",1910.7971763066548,-0.08988153841839881,0.057263396347127446,-1.5696159178813294,0.1165044930271213,0.5594432973823237,2114,1815,1894,1834,2005,1830
ENSG00000167264,DUS2,54920,dihydrouridine synthase 2,485.3325158081365,-0.18087779802909326,0.11521487861040693,-1.5699170125476767,0.11643441915534647,0.5594432973823237,477,475,475,477,494,510
ENSG00000172000,ZNF556,80032,zinc finger protein 556,64.40200378047192,-0.48339715944586575,0.30785906056806744,-1.5701898087842276,0.116370959781071,0.5594432973823237,66,56,47,76,78,62
ENSG00000172586,CHCHD1,118487,coiled-coil-helix-coiled-coil-helix domain containing 1,705.8961390005368,0.16843020717880647,0.10731201198364052,1.56953731521205,0.11652279170717958,0.5594432973823237,776,808,757,669,634,604
ENSG00000223551,TMSB4XP4,7118,TMSB4X pseudogene 4,420.3124762672714,-0.23009640864311864,0.14660271805794087,-1.5695234828605231,0.1165260121084589,0.5594432973823237,383,458,369,382,520,409
ENSG00000254996,ANKHD1-EIF4EBP3,404734,ANKHD1-EIF4EBP3 readthrough,1480.6420128799398,-0.15116619073930723,0.09624270751868344,-1.5706768298259022,0.11625773380777502,0.5594432973823237,1558,1524,1322,1211,1692,1596
ENSG00000100225,FBXO7,25793,F-box protein 7,1949.2084195880263,0.14260907995068497,0.0908977250716187,1.5688960294476313,0.11667216722032425,0.5599260983324744,2638,1945,1872,1586,1861,1887
ENSG00000118579,MED28,80306,mediator complex subunit 28,136.91544600833797,0.3847208872438088,0.24550558418474935,1.567055545890542,0.11710170875295317,0.5617680020293038,193,157,138,115,88,136
ENSG00000006576,PHTF2,57157,putative homeodomain transcription factor 2,306.58040470221806,0.25495386337060605,0.1628134243782974,1.5659265465617878,0.11736581423992944,0.5617767840103681,310,324,412,243,314,250
ENSG00000110395,CBL,867,Cbl proto-oncogene,8320.221715027967,-0.05985007432492729,0.03821718639891964,-1.566051296926955,0.11733660857605978,0.5617767840103681,9330,8120,8172,8050,8417,7943
ENSG00000111203,ITFG2,55846,integrin alpha FG-GAP repeat containing 2,955.7699784062755,0.1304942134685539,0.08330669859254188,1.5664312194966339,0.11724769896171024,0.5617767840103681,1163,984,997,806,991,835
ENSG00000115468,EFHD1,80303,EF-hand domain family member D1,141.45080188236741,0.39029753548262747,0.2492521179627449,1.565874499573818,0.11737800079558705,0.5617767840103681,190,118,199,139,104,107
ENSG00000168137,SETD5,55209,SET domain containing 5,6152.246256513681,-0.05211801964760186,0.03327128409375484,-1.5664565124910412,0.1172417817643895,0.5617767840103681,6634,6036,6312,5729,6336,5954
ENSG00000036054,TBC1D23,55773,TBC1 domain family member 23,2481.2848226151264,-0.0850611275886634,0.05433085918735897,-1.5656135180069886,0.11743912337097767,0.5618503599996014,2701,2460,2407,2332,2709,2318
ENSG00000116871,MAP7D1,55700,MAP7 domain containing 1,11773.53001888504,-0.04649135907886729,0.02970305492742413,-1.5652046293710657,0.11753493640292954,0.5620897795811439,12522,11421,12454,10693,12205,11535
ENSG00000101336,HCK,3055,"HCK proto-oncogene, Src family tyrosine kinase",87.08155983986325,-0.4580419867769771,0.2927990114450381,-1.5643563293346605,0.1177339103916503,0.5623843459820527,97,81,53,103,106,81
ENSG00000107796,ACTA2,59,"actin alpha 2, smooth muscle",272.31299845542225,0.2522388180952692,0.16121774638511563,1.564584692138812,0.11768032051018838,0.5623843459820527,285,311,331,231,229,253
ENSG00000177595,PIDD1,55367,p53-induced death domain protein 1,144.41510773556777,-0.4748744012003506,0.3035465114733753,-1.5644205525386274,0.11771883720226274,0.5623843459820527,204,94,87,201,158,122
ENSG00000094804,CDC6,990,cell division cycle 6,2495.1835547105948,0.08394270273753543,0.053666697119581046,1.5641488528815715,0.11778261547568968,0.5623982506442242,2828,2495,2751,2200,2607,2176
ENSG00000128881,TTBK2,146057,tau tubulin kinase 2,152.80791502948603,-0.3859130017997694,0.24677901913963876,-1.5637998851977053,0.11786457127447517,0.5625708510772753,159,91,169,186,146,163
ENSG00000124098,FAM210B,116151,family with sequence similarity 210 member B,1302.3255179516373,0.10951941600097738,0.0700450122970369,1.5635576668406175,0.11792148306957745,0.5626238281186794,1454,1390,1400,1161,1309,1137
ENSG00000140983,RHOT2,89941,ras homolog family member T2,2340.175483667201,0.08274596076728505,0.05293993685876659,1.5630158567819055,0.11804886519239353,0.5630128595836058,2714,2294,2566,2103,2354,2087
ENSG00000159459,UBR1,197131,ubiquitin protein ligase E3 component n-recognin 1,2966.201393778109,-0.08240797991734633,0.05273904482676894,-1.5625611003769684,0.11815586388836616,0.56308582243423555,3319,2875,2869,2871,3169,2742
ENSG00000092445,TYRO3,7301,TYRO3 protein tyrosine kinase,702.4020601615301,0.14742053948223974,0.09437158516710976,1.5621284650585536,0.11825772835802785,0.5633012248193633,844,689,791,631,682,605
ENSG00000123104,ITPR2,3709,"inositol 1,4,5-trisphosphate receptor type 2",4602.096441419964,-0.0783063810514065,0.05013278141529897,-1.561979583831944,0.11829279853506537,0.5633012248193633,5072,4588,4409,4513,4605,4460
ENSG00000113758,DBN1,1627,drebrin 1,9456.381018205626,0.04586237529351102,0.029393673624959083,1.5602804834359951,0.1186936133611819,0.5649908006545251,10640,9265,10306,8426,9696,8678
ENSG00000109436,TBC1D9,23158,TBC1 domain family member 9,2304.862383233215,-0.083824557009187,0.053753304352016446,-1.559430773971433,0.11889445734041633,0.5651404324631998,2404,2199,2429,2135,2494,2203
ENSG00000149100,EIF3M,10480,eukaryotic translation initiation factor 3 subunit M,13410.444828349486,0.04097756312481832,0.02627830138404609,1.5593687935132803,0.11890911794519243,0.5651404324631998,15258,13540,13962,11720,13734,12621
ENSG00000185420,SMYD3,64754,SET and MYND domain containing 3,304.9178336237468,0.22714303253677526,0.14561546424315983,1.5598826245368724,0.11878762126358705,0.5651404324631998,396,293,348,273,282,253
ENSG00000198879,SFMBT2,57713,Scm like with four mbt domains 2,1071.525124579875,-0.1232484606000087,0.07903636543544192,-1.5593892750632603,0.11890427316614037,0.5651404324631998,1183,982,1063,1079,1117,1016
ENSG00000064763,FAR2,55711,fatty acyl-CoA reductase 2,672.4559617492542,-0.14853905815998336,0.09528186463002787,-1.558943653514224,0.1190097170257157,0.5651811039415369,747,615,646,655,737,644
ENSG00000128274,A4GALT,53947,"alpha 1,4-galactosyltransferase (P blood group)",813.4318430454186,-0.13492761065699138,0.08654862686242618,-1.5589803737899421,0.11900102543093234,0.5651811039415369,827,795,812,792,851,805
ENSG00000179833,SERTAD2,9792,SERTA domain containing 2,2973.8096405825954,-0.07595063139471833,0.04872745236051549,-1.5586825847735506,0.11907152566989182,0.5652560520881104,3257,2767,3085,2741,3074,2967
ENSG00000205517,RGL3,57139,ral guanine nucleotide dissociation stimulator like 3,107.45108733818716,-0.38964212618504285,0.25013159611923286,-1.5577485300949667,0.11929287138842015,0.5658693524608682,112,70,112,116,127,108
ENSG00000263001,GTF2I,2969,general transcription factor IIi,6510.336652814827,0.053872946147098894,0.03458084041996409,1.557884235687839,0.11926069282533924,0.5658693524608682,7446,6684,6715,5744,6545,6101
ENSG00000172663,TMEM134,80194,transmembrane protein 134,929.2635085154161,0.13504546819033775,0.086706735980804,1.5574968503050957,0.1193525678072805,0.5659339325255645,1127,928,1008,748,975,834
ENSG00000004534,RBM6,10180,RNA binding motif protein 6,3366.0830976911334,-0.06628613469247388,0.042590299706287006,-1.556366946220127,0.11962086043592161,0.5660086527763131,3652,3223,3465,3154,3574,3186
ENSG00000008382,MPND,84954,MPN domain containing,169.65278975044458,0.3389910124126796,0.21779104760631224,1.5564965417010768,0.11959006437851083,0.5660086527763131,257,161,182,111,176,147
ENSG00000088451,TGDS,23483,"TDP-glucose 4,6-dehydratase",983.7593852014483,-0.12484120139499341,0.08022484798832623,-1.556141326851245,0.11967448968186478,0.5660086527763131,1006,937,1014,903,1107,949
ENSG00000105290,APLP1,333,amyloid beta precursor like protein 1,157.21051725423192,-0.32314660665123845,0.20779409789949752,-1.5551288988368321,0.11991537358927082,0.5660086527763131,177,138,125,168,157,176
ENSG00000130005,GAMT,2593,guanidinoacetate N-methyltransferase,506.7748464632972,0.18013643096749943,0.11582682024774321,1.5552221029827435,0.11989318195388883,0.5660086527763131,583,552,555,481,461,422
ENSG00000134352,IL6ST,3572,interleukin 6 cytokine family signal transducer,19007.52181471586,-0.03218899007616728,0.020700619669507245,-1.554977125809563,0.11995151718867547,0.5660086527763131,21068,18519,19510,17604,19704,18008
ENSG00000134905,CARS2,79587,"cysteinyl-tRNA synthetase 2, mitochondrial",885.3911467181308,-0.14025071975891035,0.09016142965641967,-1.5555511962639361,0.11981485153031765,0.5660086527763131,864,870,909,808,1017,853
ENSG00000137414,FAM8A1,51439,family with sequence similarity 8 member A1,1572.5488340550655,-0.09787377217721288,0.06294497002242763,-1.5549101404344132,0.11996747196292998,0.5660086527763131,1674,1559,1539,1474,1662,1543
ENSG00000153898,MCOLN2,255231,mucolipin TRP cation channel 2,111.45388152370327,0.37757082292684296,0.24273121753987675,1.5555099453362,0.11982466783329124,0.5660086527763131,146,126,124,108,93,77
ENSG00000158290,CUL4B,8450,cullin 4B,164.46645029162042,-0.5285651785016753,0.3396017705561667,-1.5564264510047834,0.1196067194125858,0.5660086527763131,259,90,83,126,243,196
ENSG00000184985,SORCS2,57537,sortilin related VPS10 domain containing receptor 2,816.5071531436031,0.13703145908779826,0.08809849645191807,1.55543470781691,0.11984257339906468,0.5660086527763131,928,858,900,747,756,731
ENSG00000230373,GOLGA6L17P,642402,"golgin A6 family like 17, pseudogene",136.0709641468655,-0.3692896143150045,0.23723479463337732,-1.55664186986443,0.11955553711760489,0.5660086527763131,112,136,123,172,130,136
ENSG00000262246,CORO7,79585,coronin 7,624.6314703320993,-0.23573326107722137,0.1515981569421666,-1.5549876451806177,0.11994901180482226,0.5660086527763131,727,648,429,636,708,601
ENSG00000092208,GEMIN2,8487,gem nuclear organelle associated protein 2,137.62735434181968,0.3818904743788718,0.24567756678386357,1.5544377102808187,0.12008004396849489,0.5662933828362958,229,131,134,96,127,122
ENSG00000144589,STK11IP,114790,serine/threonine kinase 11 interacting protein,1128.423967459078,0.1281918344903711,0.08247720193602814,1.5542699252794807,0.1201200441567096,0.5662933828362958,1395,1075,1244,1032,1107,964
ENSG00000066117,SMARCD1,6602,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",3578.2347659102634,0.0643284366562781,0.04140078238935973,1.5537976082502956,0.1202327012484333,0.5665572193899991,4071,3576,3854,3209,3561,3297
ENSG00000104413,ESRP1,54845,epithelial splicing regulatory protein 1,136.77299284362638,0.3282366363099103,0.21131501129971822,1.553304870728547,0.12035031718682358,0.5665572193899991,152,161,164,121,116,111
ENSG00000118363,SPCS2,9789,signal peptidase complex subunit 2,2218.473334547203,0.08670905074971434,0.05581188764526886,1.5535946624995511,0.12028113328536652,0.5665572193899991,2555,2291,2336,2047,2197,1946
ENSG00000211455,STK38L,23012,serine/threonine kinase 38 like,750.5739495960926,-0.15400314291400405,0.09914820334212546,-1.5532620634848375,0.1203605394828196,0.5665572193899991,839,696,701,732,744,794
ENSG00000055917,PUM2,23369,pumilio RNA binding family member 2,2058.6000703818518,0.12163950070351924,0.07850937769921022,1.549362691034843,0.12129455719465836,0.5667800187432909,2280,2013,2450,1817,1821,2020
ENSG00000056586,RC3H2,54542,ring finger and CCCH-type domains 2,4795.755628101209,-0.06355682728709401,0.04104759785790882,-1.5483689814713053,0.12153348489327608,0.5667800187432909,5215,4786,4734,4585,4979,4535
ENSG00000064115,TM7SF3,51768,transmembrane 7 superfamily member 3,969.7755527393738,0.13011486084915627,0.08400406826176923,1.5489114222861078,0.12140301475052769,0.5667800187432909,1049,1035,1096,872,961,832
ENSG00000071243,ING3,54556,inhibitor of growth family member 3,405.64030836987536,-0.19986327934666567,0.12876175504912074,-1.55219443281447,0.12061570778946964,0.5667800187432909,408,369,410,347,473,432
ENSG00000084463,WBP11,51729,WW domain binding protein 11,5879.882588062665,-0.062291851984475406,0.040180268981147654,-1.5503094818430005,0.12106725260526248,0.5667800187432909,6097,5747,6223,5293,6326,5688
ENSG00000105379,ETFB,2109,electron transfer flavoprotein subunit beta,262.9135077226618,0.23283401281506927,0.15026503329092736,1.549488977680393,0.12126421914381641,0.5667800187432909,314,277,302,214,235,246
ENSG00000115266,APC2,10297,APC regulator of WNT signaling pathway 2,80.50942806754485,0.4331893316008709,0.2792274819467736,1.551385016190654,0.12080944386199906,0.5667800187432909,99,83,109,72,71,54
ENSG00000117308,GALE,2582,UDP-galactose-4-epimerase,1432.6386389315771,0.10284363119702697,0.06639797668889064,1.5488970647238747,0.12140646667970946,0.5667800187432909,1671,1407,1590,1290,1403,1282
ENSG00000120253,NUP43,348995,nucleoporin 43,1240.5114359529402,0.10938534419509478,0.07061407247869111,1.5490587124557007,0.1213676068185193,0.5667800187432909,1467,1227,1358,1093,1256,1089
ENSG00000125351,UPF3B,65109,UPF3B regulator of nonsense mediated mRNA decay,1956.979891587424,-0.0894903136456966,0.05769785366533282,-1.5510163370161196,0.120897768907281,0.5667800187432909,2084,1918,1956,1768,2081,1961
ENSG00000129355,CDKN2D,1032,cyclin dependent kinase inhibitor 2D,163.05962842597538,-0.299865059541976,0.19364381569941852,-1.548539303767068,0.12149250645499633,0.5667800187432909,149,159,150,160,174,183
ENSG00000130544,ZNF557,79230,zinc finger protein 557,207.36683620408056,0.402687554969408,0.2598525258499915,1.5496772781107109,0.12121899444212163,0.5667800187432909,197,324,212,216,134,158
ENSG00000136630,HLX,3142,H2.0 like homeobox,877.422358150555,-0.1309949278890262,0.0844616088429668,-1.550940476786031,0.12091594912760448,0.5667800187432909,878,840,912,819,964,859
ENSG00000140332,TLE3,7090,"TLE family member 3, transcriptional corepressor",2585.2822366620376,0.08718985980752315,0.05625899029040233,1.5497942525711765,0.12119090696560822,0.5667800187432909,2961,2728,2680,2227,2736,2268
ENSG00000147684,NDUFB9,4715,NADH:ubiquinone oxidoreductase subunit B9,3385.007389104704,0.06992080966492398,0.04510088272449975,1.5503202030886531,0.12106468056891104,0.5667800187432909,3874,3300,3733,3009,3430,3072
ENSG00000152332,UHMK1,127933,U2AF homology motif kinase 1,8487.134217435043,-0.05321358533985934,0.034317644909238505,-1.5506187991803,0.12099306427535639,0.5667800187432909,9358,8509,8311,7889,8826,8159
ENSG00000164168,TMEM184C,55751,transmembrane protein 184C,1757.0103048308285,0.09373567097642961,0.06041686655535739,1.5514818348042532,0.12078625724923538,0.5667800187432909,1970,1855,1872,1512,1738,1643
ENSG00000164347,GFM2,84340,GTP dependent ribosome recycling factor mitochondrial 2,1883.7446379334665,0.09128429516633578,0.05886430802184815,1.5507579759954808,0.12095969496629358,0.5667800187432909,2089,1937,2078,1713,1865,1670
ENSG00000166263,STXBP4,252983,syntaxin binding protein 4,483.04427908259856,0.17442438054811168,0.11265891144901446,1.5482519607607796,0.12156164558015049,0.5667800187432909,535,515,558,421,479,407
ENSG00000167981,ZNF597,146434,zinc finger protein 597,590.249677228718,-0.15929895671905064,0.10260477346138712,-1.5525491782212164,0.12053087518873366,0.5667800187432909,665,524,568,560,648,586
ENSG00000186184,POLR1D,51082,RNA polymerase I and III subunit D,2692.9572591034234,0.07280760173852054,0.047023601887031655,1.5483203926707216,0.12154517702456555,0.5667800187432909,3062,2746,2870,2362,2702,2493
ENSG00000196466,ZNF799,90576,zinc finger protein 799,146.61392165204077,-0.33281710651809526,0.2144178882969575,-1.5521890881471656,0.12061698625213695,0.5667800187432909,126,134,147,126,192,155
ENSG00000198218,QRICH1,54870,glutamine rich 1,4570.363216423482,-0.06469684845202534,0.041714824595571666,-1.5509318109153305,0.12091802607577196,0.5667800187432909,5135,4321,4605,4112,4949,4407
ENSG00000204219,TCEA3,6920,transcription elongation factor A3,2034.9314331666615,0.08486074129602106,0.054713369134646084,1.551005588546087,0.12090034469285774,0.5667800187432909,2321,2085,2178,1829,2053,1804
ENSG00000240809,CAP1P1,401076,CAP1 pseudogene 1,88.21573888583589,0.3955100724633965,0.25501081942266574,1.5509540864141194,0.12091268736605464,0.5667800187432909,109,97,109,75,76,68
ENSG00000102900,NUP93,9688,nucleoporin 93,5639.325982189574,0.05665137363247314,0.036605826305066216,1.547605377361271,0.12171733595850484,0.5669249464074995,6536,5534,6021,4981,5611,5319
ENSG00000131187,F12,2161,coagulation factor XII,95.77981960650617,0.39696913417888213,0.2564735230725405,1.5477977197147328,0.12167100569055177,0.5669249464074995,133,90,121,72,95,72
ENSG00000213699,SLC35F6,54978,solute carrier family 35 member F6,96.58406499696147,-0.6672198555842493,0.4311465362521137,-1.5475477580877315,0.12173121762695026,0.5669249464074995,35,56,142,68,117,157
ENSG00000115268,RPS15,6209,ribosomal protein S15,10645.62537645917,0.047839036178058625,0.030931904479377697,1.5465920053501043,0.12196165873375939,0.5675676888629401,11992,10609,11426,9162,11188,9832
ENSG00000166394,CYB5R2,51700,cytochrome b5 reductase 2,324.3584454607022,-0.21744633941346717,0.14059015220366913,-1.5466683548251556,0.12194323762270565,0.5675676888629401,351,289,304,351,346,305
ENSG00000102109,PCSK1N,27344,proprotein convertase subtilisin/kexin type 1 inhibitor,530.7940179262057,0.1740617623685505,0.11261201975816175,1.5456765871205775,0.12218269440729525,0.5677357813151696,673,566,532,469,506,460
ENSG00000103245,CIAO3,64428,cytosolic iron-sulfur assembly component 3,522.7840907574881,0.16989181742478793,0.10990184233931938,1.545850495392524,0.12214067867301467,0.5677357813151696,627,515,600,455,476,483
ENSG00000113161,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase,1947.641110875202,0.08671895343540191,0.05609318294020773,1.545980258025999,0.12210933575448055,0.5677357813151696,2180,1976,2148,1746,1932,1758
ENSG00000120889,TNFRSF10B,8795,TNF receptor superfamily member 10b,6169.553597591995,-0.054901724721059794,0.035517619438256244,-1.545760261790654,0.12216247743977482,0.5677357813151696,6601,6163,6246,5745,6579,5780
ENSG00000173812,EIF1,10209,eukaryotic translation initiation factor 1,28224.089340239963,0.033412025235361215,0.02162067758228009,1.5453736409604988,0.1222559122990377,0.567861141809562,31950,27667,30183,24991,29415,25972
ENSG00000000457,SCYL3,57147,SCY1 like pseudokinase 3,457.80041007246126,-0.1790659086224361,0.11589268198364251,-1.545101084533621,0.12232181471236002,0.5679524410141752,484,394,474,442,516,443
